trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPVAD251223b8e6b2cf,2025-12-23,GJ02,new,12,114,8,7
TRPSUR251223f18cbeec,2025-12-23,GJ01,repeated,6,67,7,7
TRPCHA25122359fb8a15,2025-12-23,CH01,repeated,23,233,8,6
TRPVIS2512239ab8e415,2025-12-23,AP01,new,19,198,8,9
TRPVAD25122396454dfa,2025-12-23,GJ02,new,17,154,7,6
TRPSUR2512230f167b35,2025-12-23,GJ01,repeated,17,155,6,8
TRPJAI251223db4c9e5c,2025-12-23,RJ01,repeated,25,337,9,10
TRPIND2512235c4e9f5a,2025-12-23,MP01,new,8,87,9,7
TRPKOC251223e54aba4b,2025-12-23,KL01,new,18,229,8,9
TRPIND2512230df0e789,2025-12-23,MP01,repeated,23,207,6,7
TRPLUC25122376b2e25f,2025-12-23,UP01,repeated,16,170,5,7
TRPCHA251223e9f13669,2025-12-23,CH01,repeated,34,332,8,7
TRPVIS251223f65ffb12,2025-12-23,AP01,repeated,33,324,9,8
TRPIND25122311a0c473,2025-12-23,MP01,repeated,20,183,7,7
TRPSUR251223833f8b83,2025-12-23,GJ01,repeated,17,155,7,6
TRPVIS251223d809c5b7,2025-12-23,AP01,repeated,20,207,9,8
TRPSUR251223471f5a03,2025-12-23,GJ01,repeated,5,59,5,5
TRPKOC25122308c671d6,2025-12-23,KL01,repeated,17,218,8,8
TRPSUR2512239f1c5242,2025-12-23,GJ01,new,17,155,7,8
TRPKOC2512232ceacc28,2025-12-23,KL01,repeated,28,339,8,10
TRPCOI25122324d1a75b,2025-12-23,TN01,repeated,11,111,9,8
TRPLUC25122354124aae,2025-12-23,UP01,new,13,143,7,7
TRPLUC251223ea204be8,2025-12-23,UP01,repeated,11,125,6,6
TRPIND25122393b110ae,2025-12-23,MP01,repeated,24,215,9,6
TRPLUC25122376e3232f,2025-12-23,UP01,repeated,14,152,7,5
TRPJAI25122367eed480,2025-12-23,RJ01,new,20,277,10,10
TRPSUR251223e201ac93,2025-12-23,GJ01,repeated,12,115,5,8
TRPLUC251223fe43caf3,2025-12-23,UP01,repeated,15,161,5,7
TRPLUC2512233d310577,2025-12-23,UP01,repeated,15,161,7,8
TRPLUC2512236e7181bd,2025-12-23,UP01,repeated,16,170,5,7
TRPCOI251223e127cf3b,2025-12-23,TN01,repeated,8,87,7,7
TRPLUC25122304cb489c,2025-12-23,UP01,repeated,12,134,7,7
TRPSUR25122345d1a394,2025-12-23,GJ01,repeated,14,131,7,5
TRPJAI251223233c4c42,2025-12-23,RJ01,repeated,26,349,8,9
TRPKOC251223f6a405e3,2025-12-23,KL01,new,19,240,9,8
TRPCHA2512237050c27a,2025-12-23,CH01,repeated,14,152,8,9
TRPJAI251223e5d2e449,2025-12-23,RJ01,repeated,21,289,9,9
TRPCOI2512239953964b,2025-12-23,TN01,new,19,175,8,7
TRPIND25122327c09047,2025-12-23,MP01,repeated,21,191,9,6
TRPKOC251223144eb521,2025-12-23,KL01,repeated,22,273,8,10
TRPJAI251223369987cc,2025-12-23,RJ01,repeated,18,253,8,8
TRPJAI251223c1a43f26,2025-12-23,RJ01,repeated,36,469,7,8
TRPJAI251223af0f3256,2025-12-23,RJ01,repeated,17,241,9,10
TRPCOI2512232b2712fb,2025-12-23,TN01,repeated,16,151,7,9
TRPLUC251223384bc96b,2025-12-23,UP01,repeated,19,197,7,5
TRPCHA2512234bcdc9fa,2025-12-23,CH01,repeated,33,323,3,3
TRPKOC251223f3a2f12e,2025-12-23,KL01,repeated,38,449,8,8
TRPLUC251223891bbff3,2025-12-23,UP01,repeated,10,116,5,8
TRPJAI251223cb3ec911,2025-12-23,RJ01,repeated,28,373,7,10
TRPJAI251223fcd527b2,2025-12-23,RJ01,new,29,385,8,9
TRPSUR251223c91797b1,2025-12-23,GJ01,repeated,15,139,7,5
TRPVIS251223013ce810,2025-12-23,AP01,repeated,10,117,8,8
TRPCHA251223c7574ed6,2025-12-23,CH01,repeated,19,197,7,7
TRPLUC25122309dbd306,2025-12-23,UP01,repeated,13,143,5,5
TRPLUC251223409333a8,2025-12-23,UP01,repeated,10,116,6,8
TRPVAD251223ce521b8b,2025-12-23,GJ02,repeated,8,82,6,5
TRPSUR25122308ed6023,2025-12-23,GJ01,repeated,13,123,6,7
TRPKOC2512235478ed75,2025-12-23,KL01,repeated,27,328,8,9
TRPJAI25122332f3187b,2025-12-23,RJ01,repeated,40,517,9,9
TRPMYS2512233de8855a,2025-12-23,KA01,repeated,13,165,7,8
TRPLUC25122369b61cb1,2025-12-23,UP01,new,8,98,8,8
TRPCHA251223b860ab77,2025-12-23,CH01,repeated,18,188,8,8
TRPKOC251223f9755856,2025-12-23,KL01,new,22,273,10,9
TRPJAI251223f01b1a3b,2025-12-23,RJ01,repeated,36,469,7,10
TRPLUC251223da601ec6,2025-12-23,UP01,repeated,20,206,6,6
TRPSUR2512232e9e5765,2025-12-23,GJ01,repeated,15,139,6,5
TRPCHA251223ae6f91f7,2025-12-23,CH01,repeated,19,197,7,7
TRPLUC251223492ef50a,2025-12-23,UP01,repeated,20,206,5,6
TRPCHA2512233b22c58a,2025-12-23,CH01,repeated,32,314,7,8
TRPJAI251223ed0239e2,2025-12-23,RJ01,repeated,42,541,9,9
TRPMYS2512233eafcaf3,2025-12-23,KA01,repeated,21,245,9,8
TRPLUC251223edb8eaeb,2025-12-23,UP01,repeated,10,116,7,8
TRPCHA2512231eb2e14e,2025-12-23,CH01,repeated,28,278,9,8
TRPCHA2512233891f390,2025-12-23,CH01,new,32,314,9,7
TRPIND25122360b7f17f,2025-12-23,MP01,repeated,12,119,8,6
TRPVAD25122348954557,2025-12-23,GJ02,repeated,6,66,5,5
TRPJAI251223b56420c8,2025-12-23,RJ01,repeated,41,529,9,9
TRPVIS2512239b7f63e3,2025-12-23,AP01,repeated,27,270,8,8
TRPKOC25122378a59d6d,2025-12-23,KL01,repeated,38,449,8,8
TRPJAI251223b9424870,2025-12-23,RJ01,new,20,277,9,9
TRPCHA25122310573cc5,2025-12-23,CH01,repeated,34,332,6,8
TRPMYS251223d078ba50,2025-12-23,KA01,repeated,11,145,9,9
TRPIND2512230b15d26d,2025-12-23,MP01,repeated,10,103,9,9
TRPVAD251223d917f6a7,2025-12-23,GJ02,repeated,5,58,7,5
TRPCHA25122388489df3,2025-12-23,CH01,new,22,224,10,7
TRPLUC251223ae49c743,2025-12-23,UP01,new,16,170,8,8
TRPVIS251223dfc13a14,2025-12-23,AP01,repeated,27,270,8,9
TRPMYS251223946e7261,2025-12-23,KA01,new,10,135,9,9
TRPSUR2512239c6b2a9e,2025-12-23,GJ01,repeated,14,131,6,5
TRPCHA25122357d9dcc1,2025-12-23,CH01,new,19,197,8,8
TRPIND2512232662d668,2025-12-23,MP01,repeated,8,87,8,9
TRPVAD251223e91c798e,2025-12-23,GJ02,repeated,13,122,7,7
TRPLUC25122336d539ea,2025-12-23,UP01,repeated,18,188,6,7
TRPSUR2512231c64ef8e,2025-12-23,GJ01,repeated,16,147,6,5
TRPVAD2512237efcc5a6,2025-12-23,GJ02,repeated,17,154,6,6
TRPCHA2512232d228120,2025-12-23,CH01,repeated,20,206,7,7
TRPKOC25122380a0b677,2025-12-23,KL01,new,32,383,9,9
TRPKOC251223497edf44,2025-12-23,KL01,repeated,34,405,9,9
TRPKOC251223eac72aa5,2025-12-23,KL01,new,33,394,10,8
TRPJAI2512239ad256c6,2025-12-23,RJ01,repeated,39,505,7,8
TRPIND2512239cacacb9,2025-12-23,MP01,new,18,167,9,7
TRPKOC251223fd3ec865,2025-12-23,KL01,repeated,23,284,7,8
TRPMYS251223752b700e,2025-12-23,KA01,repeated,13,165,9,8
TRPLUC2512235c019ea3,2025-12-23,UP01,repeated,16,170,6,6
TRPCHA251223a587c34a,2025-12-23,CH01,repeated,20,206,6,8
TRPCHA251223c20c5526,2025-12-23,CH01,repeated,21,215,6,6
TRPJAI251223326903ca,2025-12-23,RJ01,repeated,39,505,7,10
TRPIND25122387f52812,2025-12-23,MP01,new,25,223,9,8
TRPKOC2512236fd74c7a,2025-12-23,KL01,new,31,372,9,9
TRPSUR2512237ace7f91,2025-12-23,GJ01,repeated,9,91,5,6
TRPCOI2512234b2852a8,2025-12-23,TN01,repeated,22,199,6,6
TRPCOI251223ef89857b,2025-12-23,TN01,new,20,183,10,8
TRPIND2512234cd1c1a5,2025-12-23,MP01,repeated,11,111,8,8
TRPVAD251223d7d15156,2025-12-23,GJ02,repeated,11,106,5,8
TRPJAI2512230312741a,2025-12-23,RJ01,new,33,433,10,9
TRPJAI251223e5b943da,2025-12-23,RJ01,new,31,409,9,9
TRPKOC251223e4d4ea62,2025-12-23,KL01,repeated,32,383,8,10
TRPSUR251223e22b5f5d,2025-12-23,GJ01,repeated,5,59,7,5
TRPVAD25122313099574,2025-12-23,GJ02,repeated,12,114,7,7
TRPVIS2512239d8bba51,2025-12-23,AP01,repeated,17,180,8,8
TRPKOC2512238c28e617,2025-12-23,KL01,new,30,361,8,9
TRPJAI251223d3670234,2025-12-23,RJ01,repeated,26,349,7,8
TRPKOC251223d53625b5,2025-12-23,KL01,repeated,18,229,8,9
TRPVIS251223fa5b174e,2025-12-23,AP01,new,24,243,9,10
TRPSUR25122364fdf4c1,2025-12-23,GJ01,repeated,12,115,7,5
TRPCHA251223e64d30f6,2025-12-23,CH01,repeated,19,197,1,4
TRPSUR251223645fbd79,2025-12-23,GJ01,repeated,15,139,6,8
TRPLUC251223d731b753,2025-12-23,UP01,repeated,18,188,7,8
TRPJAI2512232a4899e3,2025-12-23,RJ01,repeated,34,445,8,9
TRPKOC2512236dc91641,2025-12-23,KL01,repeated,27,328,7,10
TRPIND25122332da77ca,2025-12-23,MP01,new,13,127,8,9
TRPIND25122367129503,2025-12-23,MP01,repeated,15,143,8,9
TRPVIS251223a6d6f524,2025-12-23,AP01,new,21,216,8,8
TRPIND25122356befce7,2025-12-23,MP01,new,9,95,10,9
TRPVAD25122359be659f,2025-12-23,GJ02,repeated,8,82,7,8
TRPSUR2512237a857c26,2025-12-23,GJ01,repeated,15,139,7,5
TRPVIS251223e142dfb5,2025-12-23,AP01,repeated,12,135,7,8
TRPCHA251223e213f9e0,2025-12-23,CH01,repeated,33,323,9,9
TRPLUC2512234f476bd7,2025-12-23,UP01,repeated,18,188,5,7
TRPJAI251223efee7d2e,2025-12-23,RJ01,repeated,15,217,7,10
TRPJAI251223731b53ae,2025-12-23,RJ01,repeated,15,217,7,9
TRPVAD25122350e2e6d6,2025-12-23,GJ02,repeated,10,98,7,8
TRPKOC25122340c59cf0,2025-12-23,KL01,repeated,16,207,8,8
TRPCHA251223dfb17e07,2025-12-23,CH01,new,15,161,7,9
TRPCOI2512238a558a74,2025-12-23,TN01,repeated,15,143,8,9
TRPSUR251223f36fc320,2025-12-23,GJ01,new,5,59,8,6
TRPKOC2512232980bb33,2025-12-23,KL01,repeated,21,262,8,9
TRPCHA25122310dbc29a,2025-12-23,CH01,repeated,23,233,9,8
TRPCHA251223aae08d86,2025-12-23,CH01,repeated,26,260,6,9
TRPVAD2512231874d03b,2025-12-23,GJ02,repeated,10,98,5,8
TRPLUC251223ca96575c,2025-12-23,UP01,repeated,18,188,6,6
TRPCHA251223edaccfad,2025-12-23,CH01,repeated,20,206,9,6
TRPSUR251223bcc94a53,2025-12-23,GJ01,repeated,5,59,5,5
TRPLUC251223542e45af,2025-12-23,UP01,repeated,10,116,7,5
TRPVIS25122341e06dcf,2025-12-23,AP01,repeated,19,198,8,8
TRPCOI251223056a5a24,2025-12-23,TN01,repeated,22,199,9,9
TRPSUR25122376c07b0c,2025-12-23,GJ01,repeated,9,91,7,6
TRPIND251223cae1e04c,2025-12-23,MP01,repeated,13,127,6,9
TRPSUR251223c6276ba6,2025-12-23,GJ01,repeated,11,107,7,7
TRPCHA251223303e7a29,2025-12-23,CH01,new,25,251,8,9
TRPLUC251223680af49d,2025-12-23,UP01,repeated,11,125,6,8
TRPCOI25122334d9a94b,2025-12-23,TN01,repeated,12,119,8,6
TRPSUR2512231f88b2ab,2025-12-23,GJ01,repeated,9,91,5,7
TRPJAI25122360bc5679,2025-12-23,RJ01,repeated,18,253,8,9
TRPIND251223f85c2a11,2025-12-23,MP01,repeated,10,103,8,7
TRPJAI2512239f2f0788,2025-12-23,RJ01,new,25,337,8,9
TRPIND251223be34eaf8,2025-12-23,MP01,repeated,9,95,6,7
TRPIND25122350b812fd,2025-12-23,MP01,repeated,22,199,8,9
TRPCHA2512230e39085a,2025-12-23,CH01,repeated,32,314,6,9
TRPLUC251223627593ef,2025-12-23,UP01,repeated,19,197,6,6
TRPCOI2512233feefa09,2025-12-23,TN01,repeated,16,151,6,8
TRPIND251223c70d93c7,2025-12-23,MP01,repeated,18,167,8,8
TRPJAI251223b7395da2,2025-12-23,RJ01,repeated,34,445,8,8
TRPLUC2512232619efe4,2025-12-23,UP01,repeated,17,179,6,8
TRPLUC251223aa469ff8,2025-12-23,UP01,repeated,11,125,7,6
TRPKOC251223f6984789,2025-12-23,KL01,repeated,37,438,8,10
TRPSUR251223c721d1f8,2025-12-23,GJ01,repeated,9,91,6,7
TRPKOC251223242ac910,2025-12-23,KL01,repeated,30,361,8,10
TRPSUR25122347756f51,2025-12-23,GJ01,repeated,8,83,7,5
TRPVIS2512234c847c3c,2025-12-23,AP01,new,35,342,9,8
TRPKOC25122324eec6d6,2025-12-23,KL01,repeated,19,240,9,10
TRPKOC2512232d3d4ad8,2025-12-23,KL01,repeated,28,339,8,9
TRPCOI2512238319cdff,2025-12-23,TN01,new,17,159,7,7
TRPVAD2512235946eda5,2025-12-23,GJ02,repeated,18,162,7,5
TRPJAI251223c28bb145,2025-12-23,RJ01,repeated,28,373,7,9
TRPLUC251223f7e49d2f,2025-12-23,UP01,repeated,10,116,5,6
TRPLUC251223b1ede6c6,2025-12-23,UP01,repeated,7,89,7,6
TRPCHA251223928d74b1,2025-12-23,CH01,repeated,16,170,7,7
TRPJAI251223c667a629,2025-12-23,RJ01,repeated,22,301,7,10
TRPLUC25122348914728,2025-12-23,UP01,new,9,107,8,8
TRPJAI251223e9d74440,2025-12-23,RJ01,repeated,28,373,9,9
TRPJAI25122313da7ac9,2025-12-23,RJ01,repeated,34,445,8,10
TRPVAD251223a6b14e85,2025-12-23,GJ02,repeated,15,138,6,6
TRPJAI251223fa3ae3ca,2025-12-23,RJ01,new,19,265,9,9
TRPKOC251223b5559305,2025-12-23,KL01,repeated,32,383,9,9
TRPCOI251223b0bab7c0,2025-12-23,TN01,repeated,16,151,8,8
TRPJAI2512235470974b,2025-12-23,RJ01,new,15,217,10,8
TRPSUR251223020e0057,2025-12-23,GJ01,repeated,14,131,7,8
TRPMYS251223662537df,2025-12-23,KA01,repeated,21,245,9,10
TRPVAD2512230845be94,2025-12-23,GJ02,repeated,13,122,5,7
TRPVAD251223a81e6f55,2025-12-23,GJ02,repeated,11,106,6,7
TRPKOC2512231c3c847e,2025-12-23,KL01,new,36,427,9,9
TRPJAI25122397293260,2025-12-23,RJ01,repeated,26,349,9,8
TRPCHA2512233cdc8ebf,2025-12-23,CH01,repeated,35,341,7,6
TRPLUC251223300a15ad,2025-12-23,UP01,repeated,17,179,6,7
TRPVAD25122323fb6033,2025-12-23,GJ02,new,13,122,7,8
TRPSUR251223894f90b4,2025-12-23,GJ01,repeated,10,99,6,6
TRPLUC25122351cb3b05,2025-12-23,UP01,repeated,17,179,5,6
TRPVIS251223b5b463ed,2025-12-23,AP01,new,18,189,10,9
TRPJAI251223913f7052,2025-12-23,RJ01,new,38,493,8,10
TRPKOC2512231bc3c8d8,2025-12-23,KL01,repeated,31,372,7,8
TRPKOC2512238b25d1c7,2025-12-23,KL01,repeated,14,185,7,8
TRPMYS251223f141fd15,2025-12-23,KA01,repeated,13,165,9,8
TRPLUC251223959be9fc,2025-12-23,UP01,repeated,17,179,5,5
TRPVIS251223972f3dc0,2025-12-23,AP01,repeated,32,315,7,8
TRPKOC25122325b0563f,2025-12-23,KL01,repeated,12,163,9,9
TRPIND2512233d742b82,2025-12-23,MP01,repeated,8,87,9,7
TRPJAI251223593aeec5,2025-12-23,RJ01,repeated,35,457,7,9
TRPCOI251223326efc85,2025-12-23,TN01,new,8,87,7,9
TRPLUC251223cc52d8ae,2025-12-23,UP01,repeated,19,197,6,7
TRPCHA2512232361d45c,2025-12-23,CH01,repeated,25,251,7,8
TRPKOC25122373c64b05,2025-12-23,KL01,repeated,23,284,8,10
TRPLUC2512239f15075c,2025-12-23,UP01,repeated,7,89,6,8
TRPIND2512230303f96d,2025-12-23,MP01,new,8,87,9,9
TRPSUR25122312dfbf92,2025-12-23,GJ01,repeated,6,67,7,7
TRPSUR25122381c90f6d,2025-12-23,GJ01,repeated,11,107,5,8
TRPJAI251223386f3fe4,2025-12-23,RJ01,new,34,445,9,10
TRPCOI251223842f397f,2025-12-23,TN01,repeated,20,183,9,6
TRPVIS25122391fbe697,2025-12-23,AP01,repeated,34,333,7,10
TRPCHA2512234fe51aa2,2025-12-23,CH01,repeated,12,134,6,6
TRPCHA251223c9f07258,2025-12-23,CH01,repeated,12,134,7,8
TRPLUC251223d43383ec,2025-12-23,UP01,repeated,10,116,7,8
