trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPVAD2512263b95901c,2025-12-26,GJ02,new,7,74,7,7
TRPCHA251226bed86057,2025-12-26,CH01,repeated,32,314,7,6
TRPKOC251226855f56fb,2025-12-26,KL01,new,35,416,9,10
TRPIND251226a88bbe0d,2025-12-26,MP01,repeated,22,199,9,8
TRPVAD251226232b1947,2025-12-26,GJ02,repeated,17,154,7,6
TRPSUR2512264041e107,2025-12-26,GJ01,repeated,14,131,5,8
TRPVAD251226ab23ca9f,2025-12-26,GJ02,repeated,12,114,5,6
TRPVAD251226d890d582,2025-12-26,GJ02,repeated,16,146,5,7
TRPCHA25122650821af8,2025-12-26,CH01,new,28,278,8,8
TRPSUR25122668fe0da4,2025-12-26,GJ01,repeated,16,147,7,8
TRPKOC2512261c718acb,2025-12-26,KL01,new,16,207,9,8
TRPLUC2512269ef025cd,2025-12-26,UP01,repeated,6,80,6,7
TRPKOC251226fd4705f5,2025-12-26,KL01,new,34,405,10,8
TRPKOC2512263d9fdbed,2025-12-26,KL01,repeated,32,383,9,8
TRPVAD251226f6ffce38,2025-12-26,GJ02,repeated,10,98,7,6
TRPKOC2512261af118f7,2025-12-26,KL01,new,17,218,10,9
TRPKOC2512268391a9f7,2025-12-26,KL01,repeated,23,284,7,8
TRPIND251226556c9c15,2025-12-26,MP01,repeated,15,143,7,6
TRPLUC2512262d815ed1,2025-12-26,UP01,repeated,17,179,6,7
TRPIND251226e9d80efa,2025-12-26,MP01,repeated,9,95,9,9
TRPSUR251226f883605c,2025-12-26,GJ01,repeated,10,99,7,5
TRPKOC25122685216795,2025-12-26,KL01,repeated,29,350,9,8
TRPVIS25122636a1b5d5,2025-12-26,AP01,repeated,24,243,7,8
TRPVIS2512268385a501,2025-12-26,AP01,repeated,30,297,7,10
TRPSUR2512261b8045aa,2025-12-26,GJ01,repeated,7,75,7,6
TRPIND2512264b153dd4,2025-12-26,MP01,repeated,25,223,7,6
TRPKOC2512261acc29b6,2025-12-26,KL01,repeated,18,229,9,10
TRPKOC2512265c1eb25c,2025-12-26,KL01,repeated,29,350,8,8
TRPJAI251226a45167bc,2025-12-26,RJ01,new,16,229,10,9
TRPIND2512268ce8193f,2025-12-26,MP01,repeated,24,215,7,9
TRPSUR251226a20d0047,2025-12-26,GJ01,repeated,7,75,6,6
TRPCHA251226c1fabb9b,2025-12-26,CH01,repeated,21,215,7,8
TRPSUR251226bbc93fff,2025-12-26,GJ01,repeated,6,67,5,7
TRPKOC251226f3d9a8bf,2025-12-26,KL01,repeated,36,427,8,9
TRPVAD25122614590358,2025-12-26,GJ02,repeated,18,162,7,5
TRPJAI25122663364973,2025-12-26,RJ01,repeated,42,541,8,8
TRPLUC251226cd896384,2025-12-26,UP01,repeated,14,152,7,6
TRPMYS251226aedf4de8,2025-12-26,KA01,new,11,145,8,9
TRPLUC2512267b79e0f2,2025-12-26,UP01,repeated,9,107,6,8
TRPKOC2512266bd84989,2025-12-26,KL01,repeated,21,262,9,10
TRPSUR25122681054ed4,2025-12-26,GJ01,repeated,7,75,6,6
TRPKOC251226a796ce89,2025-12-26,KL01,repeated,28,339,8,10
TRPKOC251226302e1b90,2025-12-26,KL01,repeated,35,416,7,10
TRPKOC2512266d242f07,2025-12-26,KL01,new,19,240,9,9
TRPLUC251226f5796bce,2025-12-26,UP01,repeated,19,197,7,7
TRPVIS25122666c86fd7,2025-12-26,AP01,new,16,171,8,9
TRPKOC251226f91ea649,2025-12-26,KL01,repeated,34,405,7,10
TRPKOC25122603be2d73,2025-12-26,KL01,repeated,33,394,8,9
TRPCOI251226f3dd25ab,2025-12-26,TN01,new,11,111,7,9
TRPSUR2512263738e81c,2025-12-26,GJ01,repeated,8,83,7,7
TRPKOC25122618f30c51,2025-12-26,KL01,repeated,34,405,8,9
TRPSUR2512268438149e,2025-12-26,GJ01,repeated,5,59,7,8
TRPSUR2512264833e4df,2025-12-26,GJ01,repeated,8,83,5,7
TRPLUC251226a7abc2ed,2025-12-26,UP01,repeated,12,134,5,7
TRPKOC2512262c425089,2025-12-26,KL01,repeated,33,394,7,8
TRPVIS251226ed43080e,2025-12-26,AP01,repeated,15,162,7,10
TRPJAI251226b771f620,2025-12-26,RJ01,repeated,17,241,7,9
TRPKOC2512260aa3e388,2025-12-26,KL01,new,25,306,8,9
TRPVIS251226f2e638d8,2025-12-26,AP01,new,11,126,8,9
TRPJAI251226ba530dd7,2025-12-26,RJ01,repeated,37,481,7,9
TRPJAI2512269fe22825,2025-12-26,RJ01,repeated,39,505,9,9
TRPKOC25122658de1661,2025-12-26,KL01,repeated,21,262,9,9
TRPKOC2512260fc799b4,2025-12-26,KL01,new,28,339,8,9
TRPJAI251226a3bf3b3d,2025-12-26,RJ01,repeated,26,349,8,8
TRPVIS251226b28a2db6,2025-12-26,AP01,new,19,198,10,9
TRPVIS251226679d61f3,2025-12-26,AP01,repeated,24,243,9,9
TRPLUC25122693597452,2025-12-26,UP01,repeated,8,98,7,7
TRPKOC2512265c2b2dfa,2025-12-26,KL01,repeated,35,416,7,8
TRPSUR2512260beac473,2025-12-26,GJ01,repeated,14,131,6,6
TRPJAI2512263b8be19b,2025-12-26,RJ01,new,17,241,10,9
TRPIND2512268cfd824a,2025-12-26,MP01,repeated,21,191,8,9
TRPLUC251226822ca74c,2025-12-26,UP01,repeated,8,98,6,6
TRPVAD2512263695ffdb,2025-12-26,GJ02,repeated,18,162,7,8
TRPCHA251226d5a57bf2,2025-12-26,CH01,repeated,13,143,6,8
TRPJAI251226a1d42bda,2025-12-26,RJ01,new,26,349,8,9
TRPSUR251226241adb5f,2025-12-26,GJ01,new,8,83,8,8
TRPLUC2512266c06dfd6,2025-12-26,UP01,new,9,107,9,8
TRPKOC251226c7c1f87b,2025-12-26,KL01,new,35,416,9,9
TRPSUR25122635745e66,2025-12-26,GJ01,repeated,15,139,5,6
TRPCOI251226c2f927f5,2025-12-26,TN01,repeated,20,183,8,6
TRPVAD251226b497dc37,2025-12-26,GJ02,repeated,11,106,6,8
TRPJAI251226ebbfbc0a,2025-12-26,RJ01,new,31,409,10,8
TRPKOC2512263f8e9f1a,2025-12-26,KL01,repeated,12,163,9,9
TRPJAI251226d605d7e8,2025-12-26,RJ01,repeated,23,313,9,9
TRPIND2512262ba6ee2a,2025-12-26,MP01,repeated,8,87,8,9
TRPLUC25122690b778b9,2025-12-26,UP01,new,7,89,7,7
TRPIND25122624a441be,2025-12-26,MP01,repeated,9,95,7,7
TRPJAI251226fda5aff5,2025-12-26,RJ01,new,21,289,9,8
TRPCOI251226c3ff9fa5,2025-12-26,TN01,new,21,191,10,8
TRPVAD25122663910919,2025-12-26,GJ02,new,9,90,8,6
TRPLUC25122620fddb3e,2025-12-26,UP01,repeated,11,125,6,7
TRPSUR2512265c267d35,2025-12-26,GJ01,repeated,14,131,5,6
TRPIND251226bbcf5ba8,2025-12-26,MP01,repeated,12,119,9,8
TRPLUC2512265c4adbfd,2025-12-26,UP01,repeated,15,161,5,7
TRPCHA251226052ae010,2025-12-26,CH01,repeated,33,323,7,9
TRPIND2512269708088a,2025-12-26,MP01,repeated,9,95,7,9
TRPIND251226a849889f,2025-12-26,MP01,repeated,18,167,6,8
TRPLUC2512267d52c36f,2025-12-26,UP01,repeated,15,161,7,6
TRPJAI25122642002a3b,2025-12-26,RJ01,new,43,553,10,9
TRPVAD2512269feafbac,2025-12-26,GJ02,repeated,5,58,7,5
TRPMYS25122667f0e080,2025-12-26,KA01,repeated,10,135,9,10
TRPCHA251226d4ab7979,2025-12-26,CH01,new,30,296,8,7
TRPSUR251226930c6f4c,2025-12-26,GJ01,repeated,14,131,6,6
TRPSUR2512262630b9cf,2025-12-26,GJ01,repeated,13,123,5,7
TRPLUC251226696b67c3,2025-12-26,UP01,repeated,13,143,7,6
TRPLUC2512264d3cb196,2025-12-26,UP01,new,5,71,9,6
TRPJAI251226db09b6cb,2025-12-26,RJ01,new,27,361,10,8
TRPMYS2512263353c5ca,2025-12-26,KA01,new,18,215,9,8
TRPKOC251226ed0fd9df,2025-12-26,KL01,repeated,21,262,8,8
TRPCOI251226cc67d84a,2025-12-26,TN01,repeated,14,135,9,7
TRPVAD2512264a983d58,2025-12-26,GJ02,repeated,12,114,7,6
TRPKOC251226266b41eb,2025-12-26,KL01,new,20,251,8,9
TRPCHA251226dce19269,2025-12-26,CH01,repeated,15,161,7,8
TRPVAD251226eb26d92f,2025-12-26,GJ02,repeated,10,98,7,7
TRPJAI251226bfe5ee41,2025-12-26,RJ01,repeated,24,325,8,10
TRPIND251226058c548e,2025-12-26,MP01,repeated,22,199,9,8
TRPJAI25122633080773,2025-12-26,RJ01,repeated,32,421,7,10
TRPKOC25122655064bc5,2025-12-26,KL01,new,22,273,9,8
TRPLUC25122645b70a59,2025-12-26,UP01,repeated,19,197,5,6
TRPIND251226d89bacf2,2025-12-26,MP01,repeated,22,199,6,7
TRPVAD251226200cbd22,2025-12-26,GJ02,repeated,7,74,7,6
TRPJAI251226b5b7b278,2025-12-26,RJ01,repeated,39,505,8,8
TRPKOC251226ec6f028a,2025-12-26,KL01,new,34,405,9,10
TRPLUC2512261a7a349d,2025-12-26,UP01,new,10,116,8,6
TRPSUR2512261c6b63d8,2025-12-26,GJ01,repeated,13,123,5,8
TRPJAI251226a68c64ff,2025-12-26,RJ01,repeated,23,313,9,10
TRPSUR251226548cf2bf,2025-12-26,GJ01,new,6,67,7,6
TRPCHA2512265112cae6,2025-12-26,CH01,repeated,35,341,8,8
TRPLUC251226341079a0,2025-12-26,UP01,repeated,11,125,6,7
TRPIND25122626cdac94,2025-12-26,MP01,repeated,15,143,6,9
TRPLUC25122633e4234a,2025-12-26,UP01,repeated,15,161,7,8
TRPCOI251226e5ebd7d7,2025-12-26,TN01,repeated,16,151,9,7
TRPKOC251226991f4f36,2025-12-26,KL01,repeated,26,317,7,8
TRPCOI25122613a60866,2025-12-26,TN01,repeated,17,159,7,8
TRPLUC2512269eeb4b89,2025-12-26,UP01,repeated,5,71,6,7
TRPLUC251226d3bada8f,2025-12-26,UP01,repeated,16,170,5,8
TRPIND25122648712b9d,2025-12-26,MP01,repeated,9,95,9,8
TRPIND251226df6e1b75,2025-12-26,MP01,repeated,24,215,8,7
TRPLUC2512264705512a,2025-12-26,UP01,repeated,19,197,7,6
TRPSUR25122670c4c732,2025-12-26,GJ01,repeated,5,59,5,5
TRPKOC25122668a6b745,2025-12-26,KL01,repeated,23,284,8,9
TRPMYS2512268a52b64e,2025-12-26,KA01,new,18,215,8,8
TRPKOC251226a69bfbe7,2025-12-26,KL01,repeated,12,163,8,8
TRPLUC25122670a62d53,2025-12-26,UP01,repeated,19,197,6,6
TRPCOI25122697e4d5d2,2025-12-26,TN01,new,8,87,10,7
TRPSUR2512262439430f,2025-12-26,GJ01,repeated,16,147,7,8
TRPSUR25122693d92ea5,2025-12-26,GJ01,repeated,14,131,6,7
TRPCHA251226bd2458e4,2025-12-26,CH01,new,34,332,9,8
TRPKOC251226313d57f7,2025-12-26,KL01,repeated,29,350,9,9
TRPSUR251226287c21a6,2025-12-26,GJ01,repeated,7,75,7,5
TRPIND25122635815a48,2025-12-26,MP01,repeated,17,159,6,9
TRPSUR251226d8cf50d2,2025-12-26,GJ01,repeated,8,83,5,5
TRPVAD25122699bba497,2025-12-26,GJ02,new,13,122,9,7
TRPJAI2512266ced319d,2025-12-26,RJ01,new,27,361,10,8
TRPIND251226a2ffbdb0,2025-12-26,MP01,repeated,22,199,9,8
TRPCHA2512267f9ca432,2025-12-26,CH01,new,35,341,8,7
TRPVAD251226da912ebd,2025-12-26,GJ02,repeated,6,66,7,8
TRPSUR2512260321d061,2025-12-26,GJ01,new,15,139,7,8
TRPLUC25122645e5c465,2025-12-26,UP01,repeated,14,152,7,6
TRPCOI25122604aba284,2025-12-26,TN01,new,10,103,7,9
TRPMYS2512266a882560,2025-12-26,KA01,new,17,205,8,8
TRPVAD251226499612da,2025-12-26,GJ02,repeated,7,74,6,5
TRPJAI2512263e898c53,2025-12-26,RJ01,repeated,36,469,7,9
TRPLUC25122604923e0e,2025-12-26,UP01,repeated,16,170,7,8
TRPIND2512269371730c,2025-12-26,MP01,repeated,8,87,8,6
TRPVAD2512263704a3e9,2025-12-26,GJ02,new,10,98,8,6
TRPSUR251226d6ab69cb,2025-12-26,GJ01,repeated,12,115,5,8
TRPLUC251226b3e05ff1,2025-12-26,UP01,repeated,19,197,7,8
TRPVAD251226ff98427e,2025-12-26,GJ02,repeated,16,146,6,6
TRPSUR251226f65f632b,2025-12-26,GJ01,repeated,14,131,6,5
TRPCHA2512262435b333,2025-12-26,CH01,repeated,16,170,8,6
TRPVAD251226cc4e7bc1,2025-12-26,GJ02,repeated,11,106,6,7
TRPJAI2512263ef70546,2025-12-26,RJ01,new,25,337,8,8
TRPSUR251226afdb524b,2025-12-26,GJ01,repeated,15,139,7,5
TRPVAD2512263123e208,2025-12-26,GJ02,repeated,12,114,6,7
TRPSUR25122697022ff1,2025-12-26,GJ01,repeated,5,59,6,6
TRPVIS251226254e5135,2025-12-26,AP01,new,13,144,8,8
TRPVAD2512260c0608d5,2025-12-26,GJ02,repeated,5,58,6,8
TRPSUR251226685169ae,2025-12-26,GJ01,repeated,5,59,6,5
TRPKOC2512263f5957fd,2025-12-26,KL01,repeated,19,240,7,10
TRPMYS2512263d5c9867,2025-12-26,KA01,new,9,125,8,9
TRPLUC2512262000642f,2025-12-26,UP01,repeated,16,170,5,6
TRPKOC25122627711e8f,2025-12-26,KL01,repeated,28,339,8,10
TRPKOC251226f6837e52,2025-12-26,KL01,repeated,13,174,8,8
TRPVAD2512264dde1498,2025-12-26,GJ02,repeated,14,130,5,8
TRPCHA2512260b163e27,2025-12-26,CH01,repeated,23,233,7,8
TRPVIS2512260dd3618f,2025-12-26,AP01,repeated,27,270,7,10
TRPSUR251226e02410af,2025-12-26,GJ01,repeated,17,155,6,5
TRPLUC25122636a15bf6,2025-12-26,UP01,repeated,11,125,6,6
TRPCHA25122611aaff6e,2025-12-26,CH01,new,31,305,10,8
TRPVAD2512261121d914,2025-12-26,GJ02,new,8,82,9,8
TRPVAD251226c81759c4,2025-12-26,GJ02,repeated,16,146,7,8
TRPLUC25122646a376c7,2025-12-26,UP01,repeated,7,89,5,5
TRPSUR2512266f7b3d83,2025-12-26,GJ01,repeated,6,67,7,8
TRPVAD2512263c62a890,2025-12-26,GJ02,repeated,8,82,5,7
TRPKOC251226c9267b15,2025-12-26,KL01,repeated,21,262,9,9
TRPVIS2512260e60871a,2025-12-26,AP01,repeated,30,297,9,10
TRPLUC25122634979e27,2025-12-26,UP01,repeated,19,197,7,6
TRPJAI251226e745e51c,2025-12-26,RJ01,new,24,325,8,8
TRPCHA251226a5c07bcd,2025-12-26,CH01,new,28,278,10,7
TRPJAI25122606670ecd,2025-12-26,RJ01,new,35,457,9,9
TRPJAI251226aa65ab09,2025-12-26,RJ01,repeated,26,349,9,9
TRPJAI251226914b5d9d,2025-12-26,RJ01,repeated,20,277,7,10
TRPJAI251226f02858bc,2025-12-26,RJ01,repeated,28,373,9,8
TRPVAD25122644db7e49,2025-12-26,GJ02,repeated,14,130,7,5
TRPLUC25122695e33ca5,2025-12-26,UP01,repeated,16,170,7,7
TRPVAD251226a1d91817,2025-12-26,GJ02,repeated,8,82,5,8
TRPCHA2512260e75d7eb,2025-12-26,CH01,new,26,260,9,8
TRPCHA251226c6d16e8e,2025-12-26,CH01,repeated,19,197,9,9
TRPIND2512264295d9dc,2025-12-26,MP01,repeated,15,143,9,7
TRPJAI2512268d21c8d9,2025-12-26,RJ01,repeated,33,433,7,8
TRPLUC25122656a01af5,2025-12-26,UP01,repeated,12,134,7,5
TRPMYS251226694de9ab,2025-12-26,KA01,repeated,23,265,7,10
TRPLUC2512266fded646,2025-12-26,UP01,new,13,143,9,6
TRPLUC251226a6a0f7ab,2025-12-26,UP01,repeated,10,116,7,5
TRPSUR251226d3301c15,2025-12-26,GJ01,repeated,10,99,6,8
TRPVAD25122622e80416,2025-12-26,GJ02,repeated,17,154,7,6
TRPCOI251226d5c420d8,2025-12-26,TN01,repeated,21,191,8,9
TRPLUC25122669e26670,2025-12-26,UP01,repeated,14,152,6,6
TRPLUC251226181ffe08,2025-12-26,UP01,repeated,10,116,5,6
TRPKOC251226509a0831,2025-12-26,KL01,repeated,32,383,8,9
TRPCHA251226096840f7,2025-12-26,CH01,repeated,20,206,9,6
TRPIND251226adfadd84,2025-12-26,MP01,repeated,12,119,6,9
TRPLUC251226289678a0,2025-12-26,UP01,repeated,12,134,6,5
TRPCOI25122679bce546,2025-12-26,TN01,repeated,11,111,7,6
TRPJAI251226f19afef6,2025-12-26,RJ01,repeated,16,229,9,10
TRPKOC251226e2d4f6b8,2025-12-26,KL01,repeated,35,416,8,8
TRPJAI251226607f1086,2025-12-26,RJ01,new,42,541,10,9
TRPCOI25122683abeb23,2025-12-26,TN01,repeated,21,191,6,9
TRPVAD251226b65f68c5,2025-12-26,GJ02,new,17,154,9,6
TRPVIS2512261b4d28ae,2025-12-26,AP01,repeated,24,243,8,10
TRPIND25122664b79e9d,2025-12-26,MP01,repeated,22,199,8,6
TRPCOI251226d011fcf3,2025-12-26,TN01,new,14,135,9,8
TRPSUR251226f66f5177,2025-12-26,GJ01,new,14,131,7,7
TRPSUR251226b2d6217a,2025-12-26,GJ01,new,15,139,8,8
TRPSUR251226e8b30d6b,2025-12-26,GJ01,repeated,14,131,6,7
TRPSUR2512262a6b4999,2025-12-26,GJ01,repeated,8,83,6,5
TRPLUC2512262db7716f,2025-12-26,UP01,repeated,10,116,7,8
TRPSUR251226fa738693,2025-12-26,GJ01,new,12,115,8,8
TRPSUR2512262fa9638a,2025-12-26,GJ01,repeated,12,115,7,5
TRPCHA2512266243e3e6,2025-12-26,CH01,repeated,20,206,9,9
TRPJAI2512267cdec197,2025-12-26,RJ01,new,45,577,10,8
TRPJAI25122611a049c7,2025-12-26,RJ01,repeated,44,565,8,8
TRPJAI251226e37a8e30,2025-12-26,RJ01,repeated,38,493,7,8
TRPSUR251226ff72a63f,2025-12-26,GJ01,repeated,5,59,6,8
TRPIND251226cb29cb59,2025-12-26,MP01,repeated,21,191,8,9
TRPKOC2512269f11f95a,2025-12-26,KL01,repeated,27,328,7,10
TRPJAI251226331dedad,2025-12-26,RJ01,repeated,41,529,8,10
TRPKOC251226252276b8,2025-12-26,KL01,repeated,33,394,7,10
TRPIND2512260d942a61,2025-12-26,MP01,repeated,8,87,7,8
TRPJAI251226e97a43e1,2025-12-26,RJ01,repeated,38,493,8,8
TRPVAD251226ad60ce94,2025-12-26,GJ02,repeated,14,130,6,7
TRPIND2512263429b6c9,2025-12-26,MP01,repeated,8,87,6,6
TRPJAI2512269c39359f,2025-12-26,RJ01,repeated,19,265,9,8
TRPKOC25122662336d1d,2025-12-26,KL01,repeated,27,328,7,8
TRPLUC251226b8cdeda5,2025-12-26,UP01,repeated,17,179,7,6
TRPMYS25122675bc31cd,2025-12-26,KA01,new,22,255,10,8
TRPLUC2512260233977d,2025-12-26,UP01,repeated,16,170,5,7
TRPSUR251226749c870e,2025-12-26,GJ01,repeated,8,83,5,8
TRPVAD25122608f977d2,2025-12-26,GJ02,repeated,8,82,6,7
TRPKOC251226e666ec69,2025-12-26,KL01,new,30,361,8,9
TRPSUR251226b3bba9b4,2025-12-26,GJ01,repeated,15,139,6,5
TRPCHA251226fb391970,2025-12-26,CH01,new,15,161,9,9
TRPJAI251226704f57c8,2025-12-26,RJ01,new,42,541,8,8
TRPVAD25122678f8b582,2025-12-26,GJ02,repeated,5,58,6,5
TRPVAD2512265a00148c,2025-12-26,GJ02,repeated,14,130,5,8
TRPLUC251226417afaea,2025-12-26,UP01,repeated,8,98,5,8
TRPVAD2512263caa81dd,2025-12-26,GJ02,new,15,138,9,8
TRPVIS251226bd72b097,2025-12-26,AP01,repeated,27,270,8,9
TRPJAI251226e15deba4,2025-12-26,RJ01,new,31,409,8,8
TRPLUC2512267bd78d6a,2025-12-26,UP01,repeated,16,170,5,8
TRPIND251226c746facb,2025-12-26,MP01,repeated,9,95,7,7
TRPVIS251226bb18cf7f,2025-12-26,AP01,repeated,22,225,9,8
TRPJAI25122667d7e7f5,2025-12-26,RJ01,new,15,217,10,10
TRPVIS25122619f76a20,2025-12-26,AP01,repeated,12,135,9,8
TRPSUR251226e1644aa5,2025-12-26,GJ01,repeated,10,99,5,5
TRPCOI25122650848450,2025-12-26,TN01,repeated,17,159,9,9
TRPCHA251226c33119ea,2025-12-26,CH01,repeated,33,323,6,6
TRPVAD251226c467f72a,2025-12-26,GJ02,repeated,13,122,7,8
TRPJAI2512263b53a197,2025-12-26,RJ01,repeated,36,469,8,8
TRPLUC251226dca9f26b,2025-12-26,UP01,repeated,7,89,5,8
TRPVAD251226d9de5d9c,2025-12-26,GJ02,repeated,17,154,5,8
TRPLUC2512261ff1eb45,2025-12-26,UP01,new,9,107,9,7
TRPSUR251226e615e26d,2025-12-26,GJ01,repeated,15,139,7,5
TRPCOI2512264218b5d5,2025-12-26,TN01,repeated,14,135,9,7
TRPKOC251226f5984930,2025-12-26,KL01,repeated,31,372,7,8
TRPLUC251226b27db53b,2025-12-26,UP01,new,16,170,7,8
TRPJAI2512262f40aeec,2025-12-26,RJ01,repeated,36,469,7,10
TRPIND2512262a758e70,2025-12-26,MP01,repeated,18,167,9,7
TRPMYS251226ec267d2e,2025-12-26,KA01,new,24,275,10,10
TRPLUC2512268f68c5a6,2025-12-26,UP01,repeated,9,107,5,5
TRPVIS25122618c8b551,2025-12-26,AP01,repeated,28,279,8,8
TRPCOI25122661f64d05,2025-12-26,TN01,new,14,135,7,8
TRPSUR251226d22b2bb1,2025-12-26,GJ01,repeated,8,83,7,6
TRPSUR2512261fbfaaaa,2025-12-26,GJ01,repeated,10,99,6,5
TRPSUR251226d88f09bf,2025-12-26,GJ01,repeated,13,123,5,7
TRPKOC2512267dc813f6,2025-12-26,KL01,repeated,11,152,7,9
TRPVIS2512269ebfdc6b,2025-12-26,AP01,repeated,19,198,7,10
TRPKOC251226e407946b,2025-12-26,KL01,repeated,11,152,7,8
TRPVAD251226ea91205d,2025-12-26,GJ02,new,15,138,9,8
TRPVIS251226f1692216,2025-12-26,AP01,repeated,19,198,8,8
TRPCHA2512263f1492b5,2025-12-26,CH01,repeated,17,179,9,8
TRPVIS2512261068a2eb,2025-12-26,AP01,new,20,207,8,10
TRPLUC2512268d928d6a,2025-12-26,UP01,repeated,15,161,5,6
TRPSUR251226dac7bb19,2025-12-26,GJ01,new,11,107,8,6
TRPVAD251226d61e5228,2025-12-26,GJ02,new,13,122,8,6
TRPCHA25122682893fd7,2025-12-26,CH01,repeated,21,215,7,6
TRPKOC2512262c9bf812,2025-12-26,KL01,repeated,19,240,7,9
TRPVIS251226ff218a57,2025-12-26,AP01,new,13,144,9,9
TRPCHA251226260f759e,2025-12-26,CH01,repeated,31,305,9,6
TRPKOC251226c76b3bf9,2025-12-26,KL01,repeated,34,405,9,8
TRPSUR2512260d3cecda,2025-12-26,GJ01,repeated,5,59,6,8
TRPSUR2512261e619d5f,2025-12-26,GJ01,repeated,9,91,5,8
TRPLUC2512268bff11aa,2025-12-26,UP01,repeated,8,98,5,5
TRPVAD25122642388410,2025-12-26,GJ02,repeated,11,106,7,8
TRPCOI251226b828681b,2025-12-26,TN01,repeated,21,191,6,7
TRPCHA251226aa4b6feb,2025-12-26,CH01,repeated,35,341,9,7
TRPCHA25122625b4f730,2025-12-26,CH01,repeated,18,188,8,8
TRPIND2512261f4e907a,2025-12-26,MP01,new,12,119,8,8
TRPLUC251226decd6f22,2025-12-26,UP01,new,13,143,8,8
TRPSUR2512266fea499e,2025-12-26,GJ01,repeated,5,59,7,7
TRPCHA25122608704295,2025-12-26,CH01,repeated,22,224,7,6
TRPLUC251226f0f1ccf8,2025-12-26,UP01,repeated,9,107,7,8
TRPSUR251226126242dd,2025-12-26,GJ01,repeated,14,131,7,5
TRPLUC25122637c594e3,2025-12-26,UP01,repeated,5,71,7,5
TRPCHA251226781c095b,2025-12-26,CH01,repeated,35,341,8,8
TRPSUR251226d96c49cc,2025-12-26,GJ01,repeated,16,147,7,6
TRPJAI2512269c5e015b,2025-12-26,RJ01,repeated,25,337,8,8
TRPLUC2512264a474947,2025-12-26,UP01,repeated,15,161,6,6
TRPIND251226be1eec2a,2025-12-26,MP01,new,11,111,8,7
TRPSUR251226efeac432,2025-12-26,GJ01,repeated,9,91,7,5
TRPKOC25122672c7e655,2025-12-26,KL01,new,25,306,9,8
TRPSUR2512260ac48984,2025-12-26,GJ01,repeated,12,115,5,6
TRPKOC2512261cb9eb81,2025-12-26,KL01,repeated,11,152,7,8
TRPLUC25122642f493a4,2025-12-26,UP01,new,8,98,9,8
