trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPSUR25122195d08acb,2025-12-21,GJ01,new,12,115,8,6
TRPSUR2512213786c0d1,2025-12-21,GJ01,repeated,8,83,7,5
TRPVAD251221133bbad2,2025-12-21,GJ02,repeated,16,146,7,6
TRPLUC251221a91bd66b,2025-12-21,UP01,new,15,161,8,7
TRPKOC25122105c514d2,2025-12-21,KL01,repeated,14,185,7,10
TRPJAI25122136356164,2025-12-21,RJ01,new,31,409,8,8
TRPCHA251221468a7f7c,2025-12-21,CH01,repeated,26,260,6,9
TRPSUR251221dd5bcd22,2025-12-21,GJ01,repeated,15,139,5,8
TRPMYS251221e249c592,2025-12-21,KA01,new,13,165,10,9
TRPMYS251221ef20f591,2025-12-21,KA01,new,12,155,8,9
TRPLUC2512214636cefd,2025-12-21,UP01,repeated,13,143,6,6
TRPCHA25122173e8c470,2025-12-21,CH01,new,12,134,8,9
TRPCHA251221af357bdd,2025-12-21,CH01,repeated,29,287,9,8
TRPKOC251221069d1a46,2025-12-21,KL01,new,33,394,9,10
TRPVAD251221dc002cba,2025-12-21,GJ02,repeated,6,66,5,7
TRPMYS251221b16b3234,2025-12-21,KA01,new,17,205,10,8
TRPIND251221a5c0d228,2025-12-21,MP01,repeated,17,159,7,7
TRPKOC251221ac950c17,2025-12-21,KL01,new,20,251,9,8
TRPIND2512219cea4a5c,2025-12-21,MP01,repeated,18,167,7,6
TRPCOI25122189eabd3c,2025-12-21,TN01,new,19,175,9,8
TRPSUR251221960da908,2025-12-21,GJ01,repeated,11,107,5,6
TRPSUR251221dbd0dea4,2025-12-21,GJ01,repeated,5,59,5,8
TRPSUR2512218de9c60b,2025-12-21,GJ01,repeated,6,67,5,6
TRPCOI251221a8891a28,2025-12-21,TN01,repeated,19,175,8,8
TRPKOC25122185439f0a,2025-12-21,KL01,new,14,185,10,10
TRPKOC2512216cbf0a1d,2025-12-21,KL01,new,23,284,8,8
TRPSUR251221d8a483c9,2025-12-21,GJ01,repeated,8,83,7,6
TRPSUR251221080668f2,2025-12-21,GJ01,repeated,17,155,5,6
TRPSUR251221cadb6698,2025-12-21,GJ01,repeated,9,91,7,5
TRPMYS251221dafe2617,2025-12-21,KA01,new,19,225,8,9
TRPCOI25122177aa6535,2025-12-21,TN01,new,15,143,7,8
TRPLUC25122147cdfb21,2025-12-21,UP01,repeated,17,179,5,5
TRPIND251221a3e7c8cf,2025-12-21,MP01,repeated,17,159,6,8
TRPLUC251221ffa9e4ab,2025-12-21,UP01,repeated,8,98,5,8
TRPCOI2512214b7409dd,2025-12-21,TN01,repeated,18,167,9,9
TRPKOC25122118cee860,2025-12-21,KL01,repeated,18,229,9,9
TRPIND25122140293548,2025-12-21,MP01,repeated,18,167,9,7
TRPIND251221fbcccd86,2025-12-21,MP01,repeated,21,191,7,7
TRPKOC251221a0f835af,2025-12-21,KL01,repeated,26,317,8,8
TRPJAI251221bdb8ebfb,2025-12-21,RJ01,new,21,289,10,8
TRPCHA2512211a08a63f,2025-12-21,CH01,new,20,206,8,9
TRPVIS25122136492223,2025-12-21,AP01,repeated,21,216,8,9
TRPLUC251221d40e8e9d,2025-12-21,UP01,repeated,9,107,6,6
TRPKOC251221d632d03d,2025-12-21,KL01,new,12,163,10,8
TRPJAI251221a909be8e,2025-12-21,RJ01,new,17,241,9,10
TRPCHA25122150ba8da1,2025-12-21,CH01,repeated,16,170,8,8
TRPIND251221b8ba0a57,2025-12-21,MP01,repeated,15,143,8,7
TRPKOC251221455fa01e,2025-12-21,KL01,new,10,141,3,1
TRPVAD2512214d2e21e0,2025-12-21,GJ02,repeated,9,90,7,8
TRPCOI251221fb4a4827,2025-12-21,TN01,new,17,159,8,8
TRPKOC251221219a94a6,2025-12-21,KL01,new,36,427,10,8
TRPSUR251221687d2855,2025-12-21,GJ01,repeated,15,139,6,7
TRPLUC25122130e874ea,2025-12-21,UP01,repeated,19,197,5,7
TRPVIS251221c8489379,2025-12-21,AP01,new,11,126,8,10
TRPKOC2512211c74298b,2025-12-21,KL01,new,25,306,9,9
TRPCOI2512218b258bc2,2025-12-21,TN01,repeated,19,175,7,8
TRPVAD251221cde83b2f,2025-12-21,GJ02,repeated,17,154,5,6
TRPSUR2512214d031874,2025-12-21,GJ01,repeated,16,147,7,7
TRPJAI2512217cd6f9da,2025-12-21,RJ01,repeated,34,445,9,8
TRPSUR25122114e50aa0,2025-12-21,GJ01,repeated,12,115,6,6
TRPJAI251221f11af792,2025-12-21,RJ01,repeated,44,565,7,10
TRPSUR251221d394305e,2025-12-21,GJ01,repeated,11,107,6,5
TRPIND251221fb6bf481,2025-12-21,MP01,repeated,18,167,9,9
TRPLUC251221b5d8a156,2025-12-21,UP01,new,16,170,8,6
TRPKOC25122110130ea4,2025-12-21,KL01,new,38,449,10,10
TRPJAI251221e28cd4c3,2025-12-21,RJ01,repeated,17,241,9,8
TRPVAD25122196417377,2025-12-21,GJ02,repeated,5,58,5,7
TRPLUC2512217ad9cc1d,2025-12-21,UP01,repeated,15,161,6,8
TRPJAI2512210fbaf7af,2025-12-21,RJ01,new,26,349,10,9
TRPCHA2512219a37e23b,2025-12-21,CH01,new,13,143,7,9
TRPJAI251221b20d5449,2025-12-21,RJ01,new,43,553,8,10
TRPVIS251221ec37307a,2025-12-21,AP01,repeated,32,315,9,8
TRPVAD251221246b5c31,2025-12-21,GJ02,repeated,6,66,6,5
TRPVAD2512219c45df50,2025-12-21,GJ02,repeated,17,154,7,5
TRPKOC251221fef60576,2025-12-21,KL01,repeated,28,339,8,8
TRPKOC2512218ccc391b,2025-12-21,KL01,repeated,30,361,9,9
TRPIND2512213fefc0d3,2025-12-21,MP01,repeated,20,183,6,6
TRPLUC2512214901fc0a,2025-12-21,UP01,repeated,11,125,5,7
TRPLUC25122127f76056,2025-12-21,UP01,repeated,9,107,6,5
TRPSUR251221bd6a8f7c,2025-12-21,GJ01,repeated,14,131,6,5
TRPLUC251221d036af95,2025-12-21,UP01,new,5,71,8,8
TRPJAI251221ab180fc6,2025-12-21,RJ01,new,30,397,10,10
TRPCHA25122188da4260,2025-12-21,CH01,repeated,27,269,6,7
TRPIND251221f1f40ae4,2025-12-21,MP01,repeated,9,95,6,8
TRPLUC251221f7a94106,2025-12-21,UP01,repeated,9,107,5,6
TRPVIS251221f2f1c39e,2025-12-21,AP01,new,18,189,8,10
TRPSUR2512210864d2b3,2025-12-21,GJ01,repeated,5,59,6,5
TRPKOC25122135cb300e,2025-12-21,KL01,repeated,13,174,9,8
TRPLUC25122132ecf631,2025-12-21,UP01,repeated,19,197,7,7
TRPVAD25122170009d22,2025-12-21,GJ02,repeated,14,130,6,6
TRPKOC2512218fae5a85,2025-12-21,KL01,repeated,16,207,7,10
TRPKOC251221aaf6d072,2025-12-21,KL01,repeated,32,383,7,9
TRPLUC2512210529fd9d,2025-12-21,UP01,repeated,7,89,6,8
TRPVAD2512210729f465,2025-12-21,GJ02,repeated,6,66,5,8
TRPJAI251221d1079cdd,2025-12-21,RJ01,new,20,277,10,10
TRPIND251221bb9ff52c,2025-12-21,MP01,repeated,25,223,7,7
TRPCOI2512216af1cd5e,2025-12-21,TN01,repeated,19,175,9,8
TRPJAI251221c0b93459,2025-12-21,RJ01,new,28,373,10,10
TRPCHA251221de18647b,2025-12-21,CH01,repeated,22,224,6,8
TRPJAI251221da5d3501,2025-12-21,RJ01,repeated,16,229,8,9
TRPVAD251221bd6bb522,2025-12-21,GJ02,repeated,7,74,6,5
TRPIND251221a5bc14ea,2025-12-21,MP01,repeated,11,111,8,9
TRPJAI251221102a4df1,2025-12-21,RJ01,new,24,325,10,9
TRPLUC251221bf9aa139,2025-12-21,UP01,repeated,5,71,6,6
TRPVAD2512214ba0abad,2025-12-21,GJ02,new,5,58,9,8
TRPJAI251221b7689628,2025-12-21,RJ01,repeated,22,301,9,8
TRPSUR251221d0e62496,2025-12-21,GJ01,new,10,99,9,7
TRPCOI251221325129a0,2025-12-21,TN01,repeated,20,183,8,9
TRPSUR251221175ba6aa,2025-12-21,GJ01,repeated,16,147,5,5
TRPLUC2512211c358595,2025-12-21,UP01,repeated,11,125,6,7
TRPSUR251221542a73c7,2025-12-21,GJ01,repeated,9,91,6,7
TRPKOC251221b677ab29,2025-12-21,KL01,repeated,27,328,9,10
TRPVAD2512211f664ae7,2025-12-21,GJ02,repeated,6,66,7,7
TRPKOC251221cd99f9a3,2025-12-21,KL01,new,10,141,10,10
TRPJAI2512216cf5b696,2025-12-21,RJ01,repeated,19,265,7,9
TRPSUR251221415a0786,2025-12-21,GJ01,new,13,123,8,7
TRPLUC251221f97c0fc3,2025-12-21,UP01,repeated,5,71,5,7
TRPIND25122127161460,2025-12-21,MP01,repeated,10,103,9,6
TRPJAI2512218fc50066,2025-12-21,RJ01,repeated,23,313,9,9
TRPLUC2512219a0fa48f,2025-12-21,UP01,new,18,188,9,8
TRPVAD251221fae5c27f,2025-12-21,GJ02,repeated,9,90,7,8
TRPSUR251221a6bb691e,2025-12-21,GJ01,repeated,5,59,5,7
TRPSUR25122153c21fb0,2025-12-21,GJ01,repeated,6,67,7,8
TRPSUR25122147c1315e,2025-12-21,GJ01,repeated,16,147,7,7
TRPLUC25122118f7ca69,2025-12-21,UP01,repeated,14,152,5,5
TRPCOI251221a7a4669b,2025-12-21,TN01,repeated,19,175,9,8
TRPVIS2512213f164f6f,2025-12-21,AP01,repeated,28,279,7,10
TRPVAD251221079176d5,2025-12-21,GJ02,repeated,14,130,6,8
TRPJAI251221114e11c4,2025-12-21,RJ01,repeated,27,361,9,9
TRPJAI251221f8d48067,2025-12-21,RJ01,repeated,34,445,8,9
TRPVAD25122174bdc724,2025-12-21,GJ02,repeated,8,82,5,5
TRPJAI2512218eea8d6f,2025-12-21,RJ01,repeated,39,505,8,8
TRPJAI251221a6954544,2025-12-21,RJ01,new,31,409,8,9
TRPKOC251221780ab472,2025-12-21,KL01,new,34,405,9,9
TRPVAD251221a11562b1,2025-12-21,GJ02,repeated,18,162,7,8
TRPSUR25122169787dd1,2025-12-21,GJ01,repeated,14,131,6,7
TRPKOC2512213be6cf1f,2025-12-21,KL01,repeated,14,185,8,10
TRPIND2512215113ac0f,2025-12-21,MP01,repeated,24,215,7,7
TRPLUC2512216a18fa4d,2025-12-21,UP01,repeated,7,89,7,5
TRPLUC251221827ec054,2025-12-21,UP01,new,17,179,8,7
TRPCHA251221d36e7b60,2025-12-21,CH01,new,26,260,7,7
TRPVIS2512214eca395c,2025-12-21,AP01,repeated,19,198,9,9
TRPIND2512210bd4c417,2025-12-21,MP01,repeated,23,207,8,8
TRPLUC251221d8ad8cbb,2025-12-21,UP01,repeated,16,170,5,6
TRPSUR251221f919cd37,2025-12-21,GJ01,repeated,13,123,5,6
TRPIND2512211548a4a1,2025-12-21,MP01,new,16,151,7,7
TRPVAD251221b4b8d2f8,2025-12-21,GJ02,repeated,8,82,7,7
TRPVAD2512210ace2a05,2025-12-21,GJ02,new,13,122,8,8
TRPLUC2512217e3c2486,2025-12-21,UP01,repeated,18,188,6,5
TRPCOI2512217d7387fd,2025-12-21,TN01,repeated,10,103,6,6
TRPKOC251221854ee05a,2025-12-21,KL01,repeated,38,449,9,9
TRPSUR2512219cc14faf,2025-12-21,GJ01,repeated,7,75,7,5
TRPIND251221e75c1df2,2025-12-21,MP01,repeated,16,151,8,8
TRPLUC251221385405b3,2025-12-21,UP01,repeated,12,134,5,8
TRPSUR251221c49e2e1b,2025-12-21,GJ01,repeated,7,75,6,7
TRPKOC251221933611b9,2025-12-21,KL01,repeated,38,449,7,8
TRPSUR2512213353f50e,2025-12-21,GJ01,repeated,15,139,5,7
TRPJAI251221989d4def,2025-12-21,RJ01,repeated,25,337,8,8
TRPSUR2512210401f5e5,2025-12-21,GJ01,repeated,8,83,7,5
TRPJAI251221f10df52a,2025-12-21,RJ01,new,20,277,10,9
TRPSUR251221815a069e,2025-12-21,GJ01,repeated,7,75,6,7
TRPIND251221ee322c4b,2025-12-21,MP01,repeated,24,215,7,8
TRPCHA251221ce412796,2025-12-21,CH01,repeated,23,233,6,8
TRPVIS251221b7f2c070,2025-12-21,AP01,new,27,270,9,9
TRPKOC2512213dd99c11,2025-12-21,KL01,new,30,361,9,9
TRPSUR251221b4a3670c,2025-12-21,GJ01,repeated,14,131,6,7
TRPMYS2512211f3d4819,2025-12-21,KA01,new,16,195,9,10
TRPCOI251221dd26a386,2025-12-21,TN01,new,14,135,8,8
TRPKOC251221bf4a88fa,2025-12-21,KL01,repeated,10,141,8,8
TRPSUR2512212c188c1d,2025-12-21,GJ01,repeated,8,83,7,8
TRPKOC2512211ae4e174,2025-12-21,KL01,repeated,37,438,8,9
TRPCHA251221608140d9,2025-12-21,CH01,new,27,269,10,8
TRPSUR25122154327814,2025-12-21,GJ01,new,10,99,7,8
TRPLUC251221a91bbe49,2025-12-21,UP01,repeated,8,98,7,7
TRPKOC251221a89a557f,2025-12-21,KL01,repeated,31,372,8,8
TRPJAI251221b2eedfcc,2025-12-21,RJ01,new,30,397,9,10
TRPJAI251221dc154517,2025-12-21,RJ01,repeated,26,349,7,9
TRPLUC251221a5ec024d,2025-12-21,UP01,repeated,13,143,5,6
TRPJAI251221e538f1a6,2025-12-21,RJ01,new,36,469,9,8
TRPIND25122173ef0d18,2025-12-21,MP01,repeated,20,183,8,6
TRPJAI25122136b402ab,2025-12-21,RJ01,repeated,19,265,7,10
TRPLUC251221a62e918c,2025-12-21,UP01,repeated,13,143,5,5
TRPJAI251221f727563d,2025-12-21,RJ01,repeated,39,505,9,10
TRPSUR251221b7f56206,2025-12-21,GJ01,repeated,13,123,6,7
TRPLUC2512217004a6e1,2025-12-21,UP01,new,11,125,8,7
TRPJAI2512213de55071,2025-12-21,RJ01,new,38,493,8,8
TRPJAI2512219640c732,2025-12-21,RJ01,new,40,517,9,8
TRPCHA2512210b5c269b,2025-12-21,CH01,new,21,215,10,8
TRPKOC2512214172d516,2025-12-21,KL01,new,21,262,10,8
TRPLUC2512213f89a212,2025-12-21,UP01,repeated,18,188,7,8
TRPJAI251221b6e90240,2025-12-21,RJ01,new,29,385,10,8
TRPSUR2512217da3011b,2025-12-21,GJ01,repeated,14,131,7,5
TRPIND251221104b8a54,2025-12-21,MP01,repeated,8,87,8,9
TRPVAD251221d962bb67,2025-12-21,GJ02,repeated,13,122,7,5
TRPVAD25122166181a2b,2025-12-21,GJ02,repeated,17,154,6,8
TRPLUC251221f8b9bd5d,2025-12-21,UP01,new,6,80,7,6
TRPCOI25122197924906,2025-12-21,TN01,new,15,143,10,8
TRPLUC2512211ffaa26b,2025-12-21,UP01,new,13,143,7,6
TRPKOC251221630ed7e7,2025-12-21,KL01,repeated,10,141,8,10
TRPSUR2512210c375a57,2025-12-21,GJ01,repeated,10,99,7,7
TRPVAD251221431f7a16,2025-12-21,GJ02,new,13,122,9,7
TRPLUC25122109e5e67a,2025-12-21,UP01,repeated,7,89,7,7
TRPVAD2512219754dd5b,2025-12-21,GJ02,repeated,10,98,5,6
TRPMYS251221e274b821,2025-12-21,KA01,repeated,23,265,7,8
TRPSUR251221aec34db3,2025-12-21,GJ01,repeated,6,67,5,5
TRPVAD251221115cfc10,2025-12-21,GJ02,repeated,16,146,6,7
TRPSUR25122190a78343,2025-12-21,GJ01,repeated,17,155,5,5
TRPKOC25122134ceaf52,2025-12-21,KL01,repeated,26,317,8,8
TRPCHA251221f32cf017,2025-12-21,CH01,new,23,233,8,9
TRPCHA251221f06ae2fc,2025-12-21,CH01,repeated,15,161,9,7
TRPCOI25122170d76f90,2025-12-21,TN01,repeated,13,127,8,6
TRPVIS251221dc0081b1,2025-12-21,AP01,repeated,12,135,9,10
TRPIND25122137269c31,2025-12-21,MP01,repeated,21,191,6,9
TRPLUC251221f4f87e74,2025-12-21,UP01,repeated,12,134,7,6
TRPJAI2512216ecb7c66,2025-12-21,RJ01,repeated,45,577,8,10
TRPSUR25122197aa218a,2025-12-21,GJ01,new,17,155,8,6
TRPCOI251221f8aa7f09,2025-12-21,TN01,new,10,103,8,7
TRPSUR251221671a0185,2025-12-21,GJ01,repeated,8,83,5,6
TRPSUR2512211fc10df4,2025-12-21,GJ01,repeated,16,147,6,5
TRPLUC2512211ab770f5,2025-12-21,UP01,new,9,107,7,6
TRPSUR2512219c745861,2025-12-21,GJ01,repeated,8,83,7,6
TRPSUR251221342875aa,2025-12-21,GJ01,repeated,17,155,6,5
TRPSUR2512213fcb934c,2025-12-21,GJ01,repeated,9,91,7,6
TRPIND2512217c6259df,2025-12-21,MP01,repeated,9,95,8,6
TRPSUR251221272a9c75,2025-12-21,GJ01,repeated,6,67,7,5
TRPVIS251221017eed3b,2025-12-21,AP01,repeated,34,333,9,10
TRPJAI251221e25e547e,2025-12-21,RJ01,repeated,18,253,9,8
TRPVAD251221bfd47b4f,2025-12-21,GJ02,new,10,98,8,8
TRPLUC251221e7a45446,2025-12-21,UP01,repeated,10,116,7,5
TRPJAI251221a86cf10e,2025-12-21,RJ01,repeated,26,349,8,10
TRPLUC251221feec0e32,2025-12-21,UP01,repeated,8,98,7,6
TRPSUR251221d58b9ccb,2025-12-21,GJ01,repeated,14,131,6,8
TRPKOC251221ccfff28c,2025-12-21,KL01,repeated,21,262,7,8
TRPLUC25122132b19195,2025-12-21,UP01,repeated,7,89,5,5
TRPKOC251221046551cc,2025-12-21,KL01,new,34,405,10,8
TRPVIS251221c9e5795f,2025-12-21,AP01,new,34,333,10,9
TRPJAI2512218ff89e8d,2025-12-21,RJ01,new,33,433,8,8
TRPCHA251221a1a1f701,2025-12-21,CH01,repeated,13,143,8,7
TRPJAI251221299a332c,2025-12-21,RJ01,repeated,21,289,7,9
TRPSUR25122195a4cd52,2025-12-21,GJ01,repeated,7,75,7,7
TRPCOI25122128243ff6,2025-12-21,TN01,repeated,12,119,6,9
TRPLUC2512216dc6b43c,2025-12-21,UP01,repeated,12,134,5,7
TRPSUR2512219c8b5f88,2025-12-21,GJ01,repeated,7,75,5,8
TRPCOI251221cb4977c7,2025-12-21,TN01,repeated,22,199,7,9
TRPKOC2512216a3da2b1,2025-12-21,KL01,repeated,12,163,8,10
TRPLUC25122141eb17e2,2025-12-21,UP01,repeated,7,89,7,5
TRPVAD2512214c9ce962,2025-12-21,GJ02,repeated,6,66,7,6
TRPVIS251221734bee1c,2025-12-21,AP01,repeated,28,279,9,8
TRPVAD25122135c309c8,2025-12-21,GJ02,repeated,17,154,7,5
TRPMYS251221b9244b21,2025-12-21,KA01,new,22,255,10,8
TRPSUR251221dbe07367,2025-12-21,GJ01,repeated,6,67,5,5
TRPKOC2512210310dcb2,2025-12-21,KL01,new,33,394,10,8
TRPLUC251221a243dcaa,2025-12-21,UP01,repeated,13,143,6,5
TRPKOC2512218ca22205,2025-12-21,KL01,repeated,12,163,9,9
TRPCHA2512219650c57f,2025-12-21,CH01,repeated,12,134,8,8
TRPLUC251221ff0ae04f,2025-12-21,UP01,new,17,179,8,7
TRPJAI251221ce4cb571,2025-12-21,RJ01,repeated,39,505,8,8
TRPCHA25122145740f02,2025-12-21,CH01,repeated,29,287,9,8
TRPLUC25122185940ed1,2025-12-21,UP01,repeated,11,125,7,6
TRPJAI2512215aebadd7,2025-12-21,RJ01,repeated,25,337,7,10
TRPCOI25122116029276,2025-12-21,TN01,repeated,17,159,6,7
TRPKOC2512218183f0cb,2025-12-21,KL01,repeated,25,306,7,8
TRPCHA251221dc9f67f7,2025-12-21,CH01,repeated,21,215,6,9
TRPCOI251221518f15df,2025-12-21,TN01,repeated,17,159,9,6
TRPCHA251221fb59da3a,2025-12-21,CH01,repeated,35,341,9,7
TRPIND251221d672e087,2025-12-21,MP01,repeated,19,175,9,8
TRPLUC2512215cb93444,2025-12-21,UP01,repeated,19,197,6,8
TRPKOC25122127018b7a,2025-12-21,KL01,repeated,23,284,7,9
TRPIND25122149b8ff7c,2025-12-21,MP01,repeated,20,183,7,6
TRPVIS251221b2f5f6e8,2025-12-21,AP01,repeated,29,288,8,10
TRPLUC251221e37e7b9e,2025-12-21,UP01,repeated,15,161,5,6
TRPLUC251221a65194a7,2025-12-21,UP01,repeated,11,125,7,7
TRPCOI25122186529c09,2025-12-21,TN01,repeated,14,135,7,7
TRPCHA251221bae2230a,2025-12-21,CH01,repeated,12,134,7,6
TRPVAD251221f8bf433c,2025-12-21,GJ02,repeated,18,162,6,6
TRPSUR25122126137f2e,2025-12-21,GJ01,repeated,15,139,6,6
TRPIND251221da2dad83,2025-12-21,MP01,repeated,23,207,6,9
TRPKOC251221d4e560ee,2025-12-21,KL01,new,17,218,9,10
TRPIND251221485017f3,2025-12-21,MP01,new,8,87,10,9
TRPIND2512219c49a93e,2025-12-21,MP01,repeated,13,127,7,9
TRPLUC2512217cb4c05e,2025-12-21,UP01,repeated,6,80,7,6
TRPJAI251221565d78ef,2025-12-21,RJ01,repeated,35,457,8,9
TRPKOC25122192e01c0d,2025-12-21,KL01,repeated,26,317,8,9
TRPKOC251221bb4f8f04,2025-12-21,KL01,new,33,394,9,8
TRPCHA25122166f3f5eb,2025-12-21,CH01,repeated,28,278,6,6
TRPLUC25122102f75d9b,2025-12-21,UP01,new,5,71,9,7
TRPJAI251221cad3b481,2025-12-21,RJ01,repeated,36,469,7,10
TRPJAI25122114d3a5ac,2025-12-21,RJ01,repeated,30,397,8,9
TRPVAD251221b9b6b28b,2025-12-21,GJ02,repeated,6,66,5,5
TRPLUC2512216897c410,2025-12-21,UP01,new,9,107,8,6
TRPVAD251221c6d60ae8,2025-12-21,GJ02,repeated,15,138,5,6
TRPCHA2512218a7f21c0,2025-12-21,CH01,new,35,341,7,7
TRPCOI251221f6963109,2025-12-21,TN01,new,14,135,7,7
TRPIND251221b0745cd1,2025-12-21,MP01,new,12,119,10,7
TRPSUR251221456c0a23,2025-12-21,GJ01,repeated,9,91,6,6
TRPKOC251221eab3d552,2025-12-21,KL01,repeated,11,152,9,10
TRPVAD2512213f168a71,2025-12-21,GJ02,repeated,17,154,7,6
TRPSUR2512214e2637a5,2025-12-21,GJ01,repeated,8,83,5,8
TRPLUC251221fab64114,2025-12-21,UP01,new,19,197,9,6
TRPLUC25122101cd22bd,2025-12-21,UP01,repeated,6,80,5,8
TRPLUC25122185594ad8,2025-12-21,UP01,new,7,89,7,7
TRPLUC2512219bf7519d,2025-12-21,UP01,repeated,15,161,5,8
TRPCOI2512216462df06,2025-12-21,TN01,repeated,20,183,8,7
TRPCOI25122196607f36,2025-12-21,TN01,repeated,8,87,6,6
TRPJAI25122179223305,2025-12-21,RJ01,repeated,28,373,7,8
TRPKOC251221c31f41c0,2025-12-21,KL01,new,29,350,8,10
TRPCHA2512210a457fe8,2025-12-21,CH01,repeated,21,215,7,6
TRPIND2512218190c989,2025-12-21,MP01,new,10,103,7,7
TRPVIS2512218c11abf8,2025-12-21,AP01,new,25,252,8,9
TRPVAD2512219f49e991,2025-12-21,GJ02,repeated,13,122,7,6
TRPJAI2512217122ac4a,2025-12-21,RJ01,new,21,289,8,9
TRPVAD25122150b65e66,2025-12-21,GJ02,repeated,14,130,5,6
TRPSUR2512219f5b2cd4,2025-12-21,GJ01,repeated,8,83,5,5
TRPIND251221ac24439f,2025-12-21,MP01,repeated,13,127,8,7
TRPKOC25122186d19557,2025-12-21,KL01,repeated,36,427,8,8
TRPJAI251221ab144244,2025-12-21,RJ01,repeated,34,445,8,8
TRPVAD251221f078571a,2025-12-21,GJ02,repeated,18,162,5,6
TRPJAI251221c39b0101,2025-12-21,RJ01,new,31,409,10,10
TRPLUC25122181b2b3cb,2025-12-21,UP01,new,9,107,7,6
TRPSUR251221ed9b78d3,2025-12-21,GJ01,repeated,13,123,6,6
TRPSUR2512211565d532,2025-12-21,GJ01,repeated,8,83,7,5
TRPLUC2512217b449c09,2025-12-21,UP01,repeated,20,206,6,6
TRPSUR251221944f6859,2025-12-21,GJ01,repeated,7,75,7,6
TRPJAI2512212e638f17,2025-12-21,RJ01,repeated,19,265,8,8
TRPVAD2512211bba6e1b,2025-12-21,GJ02,repeated,15,138,7,5
TRPLUC2512215c874329,2025-12-21,UP01,repeated,8,98,7,8
TRPKOC25122132f690d5,2025-12-21,KL01,new,32,383,9,9
TRPCOI251221b632b9f8,2025-12-21,TN01,repeated,8,87,6,7
TRPKOC251221331b52d3,2025-12-21,KL01,repeated,38,449,7,8
TRPLUC251221515dba26,2025-12-21,UP01,repeated,12,134,6,6
TRPSUR2512217fb6e52c,2025-12-21,GJ01,repeated,7,75,5,5
TRPIND2512218fe674e8,2025-12-21,MP01,repeated,18,167,8,6
TRPIND251221eb42c1d3,2025-12-21,MP01,repeated,11,111,8,6
TRPLUC2512212265690d,2025-12-21,UP01,repeated,12,134,5,6
TRPSUR2512210d788893,2025-12-21,GJ01,repeated,7,75,7,8
TRPJAI251221d9c5554b,2025-12-21,RJ01,repeated,44,565,9,9
TRPJAI2512219397815b,2025-12-21,RJ01,repeated,26,349,8,8
