trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPCHA251222fe2c9a16,2025-12-22,CH01,repeated,14,152,9,6
TRPIND251222d57c91d1,2025-12-22,MP01,new,8,87,8,9
TRPJAI251222b8561cb9,2025-12-22,RJ01,repeated,18,253,7,10
TRPSUR251222fd944194,2025-12-22,GJ01,repeated,17,155,7,8
TRPJAI25122295c8af35,2025-12-22,RJ01,new,20,277,10,10
TRPCHA251222f0f05e94,2025-12-22,CH01,repeated,14,152,8,9
TRPIND251222fc134b42,2025-12-22,MP01,repeated,25,223,9,9
TRPJAI2512220c86c50d,2025-12-22,RJ01,repeated,39,505,8,9
TRPSUR251222aa7ed2c8,2025-12-22,GJ01,repeated,6,67,5,8
TRPJAI251222cf7f418c,2025-12-22,RJ01,repeated,23,313,9,8
TRPKOC251222fb7686ca,2025-12-22,KL01,new,11,152,10,8
TRPVAD2512221dac29c1,2025-12-22,GJ02,repeated,15,138,7,6
TRPJAI25122266e79932,2025-12-22,RJ01,repeated,15,217,7,8
TRPKOC251222de02da1d,2025-12-22,KL01,repeated,36,427,7,9
TRPIND251222ac6a614f,2025-12-22,MP01,repeated,11,111,9,9
TRPKOC251222e28359c7,2025-12-22,KL01,new,23,284,9,9
TRPVAD251222ed70df82,2025-12-22,GJ02,repeated,14,130,5,7
TRPLUC251222d3508826,2025-12-22,UP01,repeated,19,197,7,6
TRPLUC251222e67e2bd4,2025-12-22,UP01,repeated,7,89,7,7
TRPLUC25122264528e63,2025-12-22,UP01,repeated,16,170,6,7
TRPJAI2512222386ce83,2025-12-22,RJ01,repeated,37,481,8,8
TRPLUC2512220ad6c6a6,2025-12-22,UP01,new,19,197,7,7
TRPKOC251222d7cc525a,2025-12-22,KL01,repeated,38,449,8,10
TRPVIS2512221fff9176,2025-12-22,AP01,repeated,13,144,9,10
TRPLUC251222631feb1c,2025-12-22,UP01,new,15,161,2,4
TRPJAI251222abf6388f,2025-12-22,RJ01,repeated,34,445,9,10
TRPVAD251222413d565a,2025-12-22,GJ02,repeated,13,122,6,8
TRPSUR251222850175bf,2025-12-22,GJ01,repeated,16,147,7,8
TRPLUC2512221383d1d7,2025-12-22,UP01,repeated,19,197,5,6
TRPVAD2512221a61380f,2025-12-22,GJ02,repeated,11,106,6,8
TRPSUR251222159ee81c,2025-12-22,GJ01,repeated,16,147,6,8
TRPLUC2512222ac2daf4,2025-12-22,UP01,repeated,19,197,5,6
TRPVAD25122206cb3d36,2025-12-22,GJ02,repeated,15,138,7,8
TRPJAI25122247667340,2025-12-22,RJ01,repeated,25,337,8,10
TRPJAI251222146d025e,2025-12-22,RJ01,repeated,31,409,9,8
TRPJAI2512224d5fdb51,2025-12-22,RJ01,new,39,505,10,8
TRPVIS251222ab99af20,2025-12-22,AP01,new,32,315,10,9
TRPVAD2512227abc375a,2025-12-22,GJ02,repeated,11,106,7,5
TRPKOC251222402d1212,2025-12-22,KL01,repeated,21,262,7,9
TRPIND25122243326224,2025-12-22,MP01,repeated,16,151,9,7
TRPVAD251222676f9731,2025-12-22,GJ02,repeated,11,106,7,5
TRPKOC25122294912151,2025-12-22,KL01,repeated,22,273,9,10
TRPLUC2512228d3f32fa,2025-12-22,UP01,repeated,5,71,5,6
TRPCHA25122277578ffa,2025-12-22,CH01,repeated,12,134,8,9
TRPIND251222d496b3e0,2025-12-22,MP01,repeated,15,143,9,7
TRPJAI251222da641cfd,2025-12-22,RJ01,repeated,21,289,8,9
TRPCHA251222d9f6ec98,2025-12-22,CH01,repeated,30,296,8,9
TRPCHA251222da77272c,2025-12-22,CH01,new,29,287,10,8
TRPLUC2512223213bf68,2025-12-22,UP01,repeated,5,71,7,7
TRPSUR2512223cc8fa32,2025-12-22,GJ01,repeated,7,75,5,8
TRPCHA2512228627d737,2025-12-22,CH01,new,20,206,9,9
TRPIND251222675406a5,2025-12-22,MP01,repeated,12,119,6,7
TRPKOC2512228c9243d9,2025-12-22,KL01,repeated,34,405,7,8
TRPMYS2512227a651999,2025-12-22,KA01,new,25,285,10,8
TRPSUR251222e2cd71cc,2025-12-22,GJ01,new,13,123,7,6
TRPVIS2512220a27c381,2025-12-22,AP01,new,31,306,8,8
TRPJAI2512222d1ac352,2025-12-22,RJ01,repeated,27,361,7,9
TRPCOI2512229895b795,2025-12-22,TN01,new,14,135,10,8
TRPSUR25122200e2de45,2025-12-22,GJ01,new,14,131,9,7
TRPLUC2512227f6311c4,2025-12-22,UP01,repeated,11,125,7,7
TRPLUC251222f09e90f4,2025-12-22,UP01,repeated,13,143,6,8
TRPVIS2512222c60ab02,2025-12-22,AP01,repeated,27,270,9,9
TRPCHA2512228d4eae91,2025-12-22,CH01,repeated,13,143,7,6
TRPLUC251222dfec70ba,2025-12-22,UP01,repeated,9,107,6,7
TRPIND25122281219ccc,2025-12-22,MP01,repeated,21,191,7,9
TRPKOC251222b28ab4e0,2025-12-22,KL01,repeated,23,284,7,9
TRPKOC251222456f1dcb,2025-12-22,KL01,repeated,19,240,8,10
TRPSUR25122232d31550,2025-12-22,GJ01,repeated,15,139,5,6
TRPCHA251222f05ddf08,2025-12-22,CH01,repeated,22,224,7,9
TRPKOC251222635dc6ba,2025-12-22,KL01,repeated,14,185,9,10
TRPVAD251222ac5011d3,2025-12-22,GJ02,repeated,7,74,6,5
TRPIND2512223031408f,2025-12-22,MP01,repeated,12,119,6,9
TRPVIS251222d9b9c2ba,2025-12-22,AP01,repeated,27,270,7,9
TRPMYS251222c1e85efd,2025-12-22,KA01,new,23,265,9,10
TRPMYS251222fbd6028b,2025-12-22,KA01,repeated,24,275,8,9
TRPSUR251222fd60e8c1,2025-12-22,GJ01,repeated,17,155,7,7
TRPKOC251222cb3daedb,2025-12-22,KL01,new,37,438,9,10
TRPJAI251222ab31cef2,2025-12-22,RJ01,repeated,28,373,8,9
TRPCHA251222ab9a0878,2025-12-22,CH01,repeated,21,215,6,6
TRPJAI251222a62ca3ae,2025-12-22,RJ01,repeated,43,553,8,10
TRPMYS2512226d07eca9,2025-12-22,KA01,repeated,8,115,9,8
TRPVAD2512226d8c2827,2025-12-22,GJ02,new,18,162,9,7
TRPLUC251222cfd2feea,2025-12-22,UP01,repeated,15,161,5,5
TRPIND2512228482400c,2025-12-22,MP01,repeated,24,215,6,6
TRPLUC2512228c896460,2025-12-22,UP01,new,17,179,8,7
TRPKOC2512225e3eb183,2025-12-22,KL01,new,21,262,10,10
TRPLUC2512228e04b5c8,2025-12-22,UP01,repeated,10,116,6,7
TRPVIS251222bfd080ee,2025-12-22,AP01,repeated,19,198,9,9
TRPVAD251222a69a9998,2025-12-22,GJ02,repeated,18,162,6,7
TRPKOC251222814482a3,2025-12-22,KL01,repeated,38,449,7,8
TRPCHA251222f7a40777,2025-12-22,CH01,new,15,161,9,7
TRPJAI2512223a0c6d85,2025-12-22,RJ01,new,36,469,8,10
TRPKOC25122254312ccf,2025-12-22,KL01,repeated,16,207,9,8
TRPVIS251222e6b6211a,2025-12-22,AP01,repeated,21,216,9,10
TRPSUR2512227dc907ed,2025-12-22,GJ01,repeated,12,115,7,6
TRPVAD251222cdb62f9f,2025-12-22,GJ02,new,12,114,7,7
TRPLUC25122277dd003f,2025-12-22,UP01,repeated,19,197,5,8
TRPKOC25122202614b20,2025-12-22,KL01,new,29,350,9,9
TRPKOC25122279c7eadd,2025-12-22,KL01,repeated,29,350,9,9
TRPMYS2512220b7c749c,2025-12-22,KA01,new,25,285,10,8
TRPCHA25122242e845c0,2025-12-22,CH01,repeated,22,224,6,8
TRPIND251222caa9b62a,2025-12-22,MP01,repeated,13,127,9,6
TRPCHA251222998d599f,2025-12-22,CH01,repeated,19,197,8,6
TRPLUC251222e6f277ab,2025-12-22,UP01,repeated,6,80,5,5
TRPVIS251222f1fccf7c,2025-12-22,AP01,new,29,288,9,8
TRPIND2512228165ef84,2025-12-22,MP01,repeated,23,207,8,7
TRPVIS251222f84f65e7,2025-12-22,AP01,new,17,180,9,9
TRPVAD2512228264203a,2025-12-22,GJ02,repeated,8,82,5,5
TRPVAD251222deb000fb,2025-12-22,GJ02,repeated,17,154,7,5
TRPKOC2512225459eaaf,2025-12-22,KL01,repeated,16,207,9,9
TRPCHA2512227e72eb1b,2025-12-22,CH01,repeated,26,260,7,7
TRPJAI251222850386fb,2025-12-22,RJ01,repeated,34,445,7,9
TRPSUR25122283596544,2025-12-22,GJ01,repeated,17,155,6,5
TRPKOC25122212f45d61,2025-12-22,KL01,new,27,328,8,10
TRPCOI251222ee3087e7,2025-12-22,TN01,repeated,12,119,7,6
TRPCOI251222809c1adb,2025-12-22,TN01,new,11,111,7,7
TRPCHA251222ff382c52,2025-12-22,CH01,repeated,29,287,9,9
TRPVAD2512221083eddf,2025-12-22,GJ02,repeated,11,106,7,7
TRPSUR2512228a9cd87b,2025-12-22,GJ01,repeated,12,115,5,6
TRPCHA25122284071fb6,2025-12-22,CH01,new,20,206,10,8
TRPSUR2512224c3d824b,2025-12-22,GJ01,repeated,11,107,7,7
TRPVAD2512227927188c,2025-12-22,GJ02,new,13,122,7,8
TRPSUR251222859edfa1,2025-12-22,GJ01,repeated,12,115,6,5
TRPSUR2512223ca19fe5,2025-12-22,GJ01,new,8,83,8,6
TRPMYS25122252fd5695,2025-12-22,KA01,repeated,14,175,8,10
TRPCHA251222a07e6324,2025-12-22,CH01,repeated,30,296,9,9
TRPLUC251222a6ccccd1,2025-12-22,UP01,repeated,10,116,5,7
TRPVAD25122286c49c77,2025-12-22,GJ02,repeated,7,74,5,6
TRPVAD251222c785387b,2025-12-22,GJ02,repeated,16,146,7,5
TRPLUC251222ffdece66,2025-12-22,UP01,repeated,5,71,5,6
TRPCHA2512229c8b0338,2025-12-22,CH01,new,29,287,9,7
TRPVAD251222243a48e7,2025-12-22,GJ02,repeated,11,106,6,6
TRPJAI251222abf342b1,2025-12-22,RJ01,repeated,24,325,8,8
TRPSUR25122292f0e335,2025-12-22,GJ01,repeated,5,59,6,7
TRPVAD2512221af2883c,2025-12-22,GJ02,repeated,7,74,6,6
TRPJAI251222c3c05f30,2025-12-22,RJ01,repeated,42,541,9,8
TRPIND2512227639622e,2025-12-22,MP01,repeated,8,87,7,6
TRPLUC251222888af705,2025-12-22,UP01,repeated,8,98,7,8
TRPCOI251222ab3768da,2025-12-22,TN01,repeated,16,151,8,7
TRPCHA251222e7cff1fe,2025-12-22,CH01,repeated,16,170,7,8
TRPKOC25122253ab227c,2025-12-22,KL01,repeated,18,229,7,8
TRPLUC251222306dec61,2025-12-22,UP01,repeated,14,152,6,8
TRPLUC251222244a3855,2025-12-22,UP01,repeated,10,116,5,8
TRPJAI251222cd7e57da,2025-12-22,RJ01,repeated,30,397,9,8
TRPSUR2512228a192bb7,2025-12-22,GJ01,repeated,5,59,5,6
TRPSUR251222f7630174,2025-12-22,GJ01,repeated,7,75,7,7
TRPKOC2512229bea574c,2025-12-22,KL01,new,35,416,10,9
TRPMYS25122222418cb9,2025-12-22,KA01,repeated,23,265,7,10
TRPSUR25122236287ac8,2025-12-22,GJ01,repeated,14,131,7,6
TRPKOC251222ce814472,2025-12-22,KL01,repeated,25,306,7,9
TRPLUC251222a6b32122,2025-12-22,UP01,repeated,6,80,5,7
TRPCHA251222b8b48308,2025-12-22,CH01,repeated,13,143,9,7
TRPKOC251222d3b5da04,2025-12-22,KL01,new,27,328,9,8
TRPSUR2512228d5c3e55,2025-12-22,GJ01,repeated,9,91,7,5
TRPCHA251222416cb5bc,2025-12-22,CH01,repeated,13,143,7,8
TRPLUC251222b6f45500,2025-12-22,UP01,new,14,152,9,6
TRPCHA251222a59c9721,2025-12-22,CH01,repeated,25,251,9,7
TRPLUC2512229ef03454,2025-12-22,UP01,repeated,12,134,5,8
TRPVAD25122285eed483,2025-12-22,GJ02,new,12,114,9,8
TRPLUC251222c41e346b,2025-12-22,UP01,repeated,19,197,5,7
TRPLUC2512227643413b,2025-12-22,UP01,repeated,12,134,7,8
TRPIND251222b312197e,2025-12-22,MP01,new,17,159,10,7
TRPVIS251222fe0d77b6,2025-12-22,AP01,new,13,144,10,9
TRPLUC2512220e009628,2025-12-22,UP01,repeated,5,71,6,6
TRPJAI251222eab5d8e5,2025-12-22,RJ01,new,30,397,10,8
TRPVAD2512229ebcbae6,2025-12-22,GJ02,repeated,9,90,7,5
TRPLUC25122245b898b8,2025-12-22,UP01,repeated,7,89,7,5
TRPMYS2512228f8ef0dd,2025-12-22,KA01,new,8,115,10,10
TRPKOC251222f11e6806,2025-12-22,KL01,new,30,361,10,8
TRPVAD251222411b4ddc,2025-12-22,GJ02,repeated,8,82,6,7
TRPVAD2512227125e795,2025-12-22,GJ02,repeated,9,90,6,8
TRPSUR25122240fb5a66,2025-12-22,GJ01,repeated,13,123,7,5
TRPKOC25122204ea2194,2025-12-22,KL01,repeated,25,306,8,10
TRPJAI251222fb49c234,2025-12-22,RJ01,new,20,277,10,9
TRPMYS25122222a1492a,2025-12-22,KA01,new,22,255,9,8
TRPLUC251222ef5f00a2,2025-12-22,UP01,repeated,8,98,5,8
TRPKOC25122298873c57,2025-12-22,KL01,repeated,28,339,8,8
TRPVAD251222fcef3522,2025-12-22,GJ02,repeated,9,90,6,5
TRPLUC2512225b76736b,2025-12-22,UP01,repeated,15,161,6,6
TRPSUR251222c8d6bd07,2025-12-22,GJ01,repeated,16,147,6,5
TRPIND251222045c9c95,2025-12-22,MP01,repeated,10,103,7,7
TRPKOC2512222d43042f,2025-12-22,KL01,repeated,31,372,9,8
TRPVAD2512220098dfaf,2025-12-22,GJ02,repeated,17,154,5,6
TRPKOC2512228128f707,2025-12-22,KL01,repeated,35,416,8,8
TRPKOC2512220feca0a2,2025-12-22,KL01,new,17,218,9,9
TRPSUR2512228f0f4c49,2025-12-22,GJ01,repeated,14,131,5,8
TRPCOI251222c6382645,2025-12-22,TN01,repeated,8,87,6,9
TRPMYS25122270009515,2025-12-22,KA01,repeated,15,185,8,9
TRPSUR251222ad648e36,2025-12-22,GJ01,repeated,6,67,5,8
TRPSUR251222affcf061,2025-12-22,GJ01,new,9,91,9,8
TRPVIS2512225e606009,2025-12-22,AP01,repeated,21,216,8,10
TRPVIS2512226664a152,2025-12-22,AP01,repeated,22,225,9,9
TRPVAD25122268a1bd3b,2025-12-22,GJ02,new,12,114,8,8
TRPSUR251222c11aecb0,2025-12-22,GJ01,repeated,5,59,5,5
TRPVAD2512223f577fe7,2025-12-22,GJ02,repeated,8,82,6,7
TRPJAI2512226d979f21,2025-12-22,RJ01,repeated,41,529,7,9
TRPLUC2512225a27d46b,2025-12-22,UP01,repeated,17,179,7,5
TRPLUC251222049f1410,2025-12-22,UP01,repeated,5,71,5,7
TRPIND251222102bbe19,2025-12-22,MP01,repeated,8,87,7,9
TRPSUR2512226a526b39,2025-12-22,GJ01,repeated,10,99,7,6
TRPCOI25122253cfb0b7,2025-12-22,TN01,repeated,8,87,6,7
TRPCHA2512223f215472,2025-12-22,CH01,repeated,28,278,8,7
TRPJAI251222f5d0d1fc,2025-12-22,RJ01,repeated,37,481,8,8
TRPLUC25122272010c6d,2025-12-22,UP01,repeated,9,107,6,7
TRPSUR251222521d7d6f,2025-12-22,GJ01,repeated,7,75,6,7
TRPCHA251222cd0df422,2025-12-22,CH01,repeated,35,341,9,8
TRPIND251222f1182213,2025-12-22,MP01,repeated,17,159,6,6
TRPCOI251222ea8f4de6,2025-12-22,TN01,repeated,15,143,8,6
TRPSUR25122255987745,2025-12-22,GJ01,repeated,11,107,6,6
TRPMYS251222baf8cae8,2025-12-22,KA01,new,23,265,8,9
TRPJAI2512222fac6dd4,2025-12-22,RJ01,repeated,33,433,8,8
TRPCOI2512224084f362,2025-12-22,TN01,repeated,10,103,7,6
TRPLUC251222d272ad1a,2025-12-22,UP01,new,6,80,9,6
TRPSUR251222aa65a851,2025-12-22,GJ01,repeated,12,115,7,6
TRPLUC251222b457eeea,2025-12-22,UP01,repeated,17,179,7,6
TRPLUC25122222a35b5f,2025-12-22,UP01,repeated,10,116,6,7
TRPLUC251222973589fa,2025-12-22,UP01,repeated,18,188,7,5
TRPLUC251222ba757774,2025-12-22,UP01,repeated,19,197,7,8
TRPIND251222df475563,2025-12-22,MP01,repeated,16,151,7,9
TRPLUC251222fb9c0416,2025-12-22,UP01,new,13,143,9,8
TRPJAI251222385d09fd,2025-12-22,RJ01,new,38,493,9,9
TRPIND2512229d1824ea,2025-12-22,MP01,repeated,21,191,8,9
TRPCHA25122261023215,2025-12-22,CH01,repeated,32,314,7,8
TRPLUC2512223547c0a6,2025-12-22,UP01,new,12,134,7,8
TRPJAI25122206d0eee6,2025-12-22,RJ01,repeated,38,493,8,8
TRPIND251222770e55d5,2025-12-22,MP01,repeated,13,127,8,7
TRPVAD251222e7a14b46,2025-12-22,GJ02,repeated,7,74,7,5
TRPIND251222ab69610e,2025-12-22,MP01,repeated,22,199,8,8
TRPSUR251222a593b12b,2025-12-22,GJ01,repeated,10,99,7,8
TRPIND251222637e7eea,2025-12-22,MP01,repeated,12,119,9,6
TRPJAI25122260d8aeec,2025-12-22,RJ01,repeated,44,565,7,10
TRPMYS251222cda2120d,2025-12-22,KA01,new,12,155,9,9
TRPSUR251222ae2cddc5,2025-12-22,GJ01,repeated,11,107,6,6
TRPLUC25122232cda59a,2025-12-22,UP01,repeated,5,71,5,6
TRPJAI25122285dcf4a2,2025-12-22,RJ01,new,15,217,10,10
TRPLUC251222863f9e6e,2025-12-22,UP01,repeated,10,116,6,6
TRPKOC251222f7ca2b1b,2025-12-22,KL01,repeated,22,273,8,8
TRPJAI25122294d5be6c,2025-12-22,RJ01,repeated,40,517,8,8
TRPIND251222e57799dd,2025-12-22,MP01,repeated,19,175,8,7
TRPSUR251222bc2551de,2025-12-22,GJ01,repeated,5,59,5,5
TRPMYS2512224e8ee8a6,2025-12-22,KA01,new,12,155,8,10
TRPMYS251222179bab9f,2025-12-22,KA01,new,12,155,8,10
TRPVAD2512225833b763,2025-12-22,GJ02,repeated,14,130,5,8
TRPLUC251222a25f6487,2025-12-22,UP01,repeated,5,71,6,7
TRPVAD251222358d4250,2025-12-22,GJ02,new,16,146,9,8
TRPLUC2512225fc04632,2025-12-22,UP01,repeated,18,188,7,7
TRPLUC25122286c89536,2025-12-22,UP01,repeated,7,89,7,6
TRPCHA2512228c10a1f0,2025-12-22,CH01,repeated,30,296,6,6
TRPSUR2512228bc42173,2025-12-22,GJ01,repeated,6,67,7,8
TRPSUR2512226b1c1a20,2025-12-22,GJ01,repeated,10,99,5,6
TRPIND2512220c864703,2025-12-22,MP01,repeated,10,103,6,6
TRPJAI251222c4aa7830,2025-12-22,RJ01,repeated,34,445,8,10
TRPLUC25122235bd7f88,2025-12-22,UP01,repeated,13,143,7,7
TRPLUC251222d3131605,2025-12-22,UP01,repeated,18,188,6,7
TRPLUC2512225ca70cd5,2025-12-22,UP01,repeated,17,179,6,5
TRPKOC251222f1b4d8fe,2025-12-22,KL01,repeated,37,438,7,9
TRPLUC25122293ac6c57,2025-12-22,UP01,repeated,14,152,7,6
TRPSUR25122273dfc60a,2025-12-22,GJ01,repeated,5,59,7,5
TRPKOC25122243c6068c,2025-12-22,KL01,new,22,273,8,9
TRPLUC251222c09ffcd9,2025-12-22,UP01,repeated,19,197,6,6
TRPCHA25122237c6c677,2025-12-22,CH01,repeated,25,251,9,6
TRPSUR251222cb259625,2025-12-22,GJ01,repeated,12,115,6,8
TRPCOI251222cd2cac98,2025-12-22,TN01,repeated,21,191,6,7
TRPJAI2512222529c165,2025-12-22,RJ01,repeated,43,553,7,10
TRPCHA251222911b57c4,2025-12-22,CH01,new,29,287,8,8
TRPSUR251222e720e332,2025-12-22,GJ01,repeated,10,99,5,5
TRPMYS251222a503911e,2025-12-22,KA01,repeated,23,265,8,8
TRPKOC251222afe41e15,2025-12-22,KL01,repeated,37,438,9,8
TRPCHA2512220bac2d68,2025-12-22,CH01,repeated,34,332,8,9
TRPSUR251222a954f48f,2025-12-22,GJ01,repeated,9,91,5,8
TRPLUC2512221a4476c1,2025-12-22,UP01,new,9,107,7,7
TRPKOC25122254e91fd3,2025-12-22,KL01,repeated,10,141,7,8
TRPCHA2512221cbbc767,2025-12-22,CH01,new,17,179,7,9
TRPKOC2512221356c983,2025-12-22,KL01,new,20,251,9,10
TRPLUC251222e8f5b1f6,2025-12-22,UP01,repeated,10,116,6,5
TRPKOC251222c5c28b4e,2025-12-22,KL01,repeated,20,251,8,8
TRPJAI251222fb77e647,2025-12-22,RJ01,repeated,35,457,9,10
TRPSUR2512222633c761,2025-12-22,GJ01,repeated,7,75,5,5
TRPIND2512227ef7b9ad,2025-12-22,MP01,repeated,14,135,6,8
TRPVIS251222336e55f5,2025-12-22,AP01,repeated,16,171,7,10
TRPSUR2512223f084518,2025-12-22,GJ01,repeated,13,123,5,7
TRPSUR2512225880bfbe,2025-12-22,GJ01,repeated,17,155,5,5
TRPIND2512222ddff7bf,2025-12-22,MP01,repeated,19,175,9,7
TRPCHA251222c6227644,2025-12-22,CH01,repeated,16,170,6,9
TRPJAI2512226563df00,2025-12-22,RJ01,new,39,505,8,9
TRPSUR251222c732707c,2025-12-22,GJ01,repeated,16,147,5,5
TRPLUC25122273366cd9,2025-12-22,UP01,repeated,13,143,5,6
TRPVAD25122221c73c94,2025-12-22,GJ02,repeated,8,82,7,7
TRPCOI251222acd66d7a,2025-12-22,TN01,new,22,199,10,7
TRPIND251222eee3427f,2025-12-22,MP01,new,19,175,8,7
TRPSUR2512225669763a,2025-12-22,GJ01,repeated,10,99,7,8
TRPIND2512224c3aae38,2025-12-22,MP01,repeated,16,151,6,6
TRPSUR2512228bcc215e,2025-12-22,GJ01,repeated,14,131,6,6
TRPVAD251222ea17b136,2025-12-22,GJ02,repeated,9,90,7,6
TRPCHA2512229cafe3e5,2025-12-22,CH01,repeated,23,233,6,6
TRPCOI25122235613e83,2025-12-22,TN01,repeated,22,199,7,6
TRPKOC251222ee7dc234,2025-12-22,KL01,new,24,295,10,10
TRPIND2512221b740569,2025-12-22,MP01,repeated,16,151,9,6
TRPIND2512227a5a041c,2025-12-22,MP01,repeated,20,183,9,9
TRPIND251222e48bfb87,2025-12-22,MP01,new,17,159,9,7
TRPJAI2512225a80432e,2025-12-22,RJ01,new,26,349,9,9
TRPKOC251222a2299381,2025-12-22,KL01,repeated,10,141,8,10
TRPJAI251222a883f278,2025-12-22,RJ01,new,20,277,10,8
TRPSUR25122212848ed8,2025-12-22,GJ01,repeated,12,115,5,8
TRPIND25122263d68564,2025-12-22,MP01,repeated,21,191,8,7
TRPIND25122242e3a748,2025-12-22,MP01,repeated,16,151,8,6
TRPIND2512220c8f38e9,2025-12-22,MP01,repeated,17,159,6,6
TRPLUC251222c9fee41a,2025-12-22,UP01,repeated,12,134,7,5
TRPSUR25122264d8637e,2025-12-22,GJ01,new,6,67,9,8
TRPSUR251222f51832fe,2025-12-22,GJ01,new,14,131,8,7
TRPKOC251222f9ed37f5,2025-12-22,KL01,repeated,28,339,7,9
TRPKOC251222de37c3e3,2025-12-22,KL01,repeated,10,141,9,8
TRPLUC25122200ff26a2,2025-12-22,UP01,repeated,10,116,5,5
